statement,label,n1,n2,diff,abs_diff
Seventy-five is larger than sixty-nine.,1,75,69,6,6
Seventy-five is larger than seventy-one.,1,75,71,4,4
Seventy-five is larger than seventy-two.,1,75,72,3,3
Seventy-five is larger than seventy-three.,1,75,73,2,2
Seventy-five is larger than seventy-four.,1,75,74,1,1
Seventy-five is larger than seventy-six.,0,75,76,-1,1
Seventy-five is larger than seventy-seven.,0,75,77,-2,2
Seventy-five is larger than seventy-eight.,0,75,78,-3,3
Seventy-five is larger than seventy-nine.,0,75,79,-4,4
Seventy-five is larger than eighty-one.,0,75,81,-6,6
Seventy-five is larger than eighty-two.,0,75,82,-7,7
Seventy-five is larger than eighty-three.,0,75,83,-8,8
Seventy-five is larger than eighty-four.,0,75,84,-9,9
Seventy-five is larger than eighty-five.,0,75,85,-10,10
Seventy-five is larger than eighty-six.,0,75,86,-11,11
Seventy-five is larger than eighty-seven.,0,75,87,-12,12
Seventy-five is larger than eighty-eight.,0,75,88,-13,13
Seventy-five is larger than eighty-nine.,0,75,89,-14,14
Seventy-five is larger than ninety-one.,0,75,91,-16,16
Seventy-five is larger than ninety-two.,0,75,92,-17,17
Seventy-five is larger than ninety-three.,0,75,93,-18,18
Seventy-five is larger than ninety-four.,0,75,94,-19,19
Seventy-five is larger than ninety-five.,0,75,95,-20,20
Seventy-five is larger than ninety-six.,0,75,96,-21,21
Seventy-five is larger than ninety-seven.,0,75,97,-22,22
Seventy-five is larger than ninety-eight.,0,75,98,-23,23
Seventy-five is larger than ninety-nine.,0,75,99,-24,24
Seventy-six is larger than fifty-one.,1,76,51,25,25
Seventy-six is larger than fifty-two.,1,76,52,24,24
Seventy-six is larger than fifty-three.,1,76,53,23,23
Seventy-six is larger than fifty-four.,1,76,54,22,22
Seventy-six is larger than fifty-five.,1,76,55,21,21
Seventy-six is larger than fifty-six.,1,76,56,20,20
Seventy-six is larger than fifty-seven.,1,76,57,19,19
Seventy-six is larger than fifty-eight.,1,76,58,18,18
Seventy-six is larger than fifty-nine.,1,76,59,17,17
Seventy-six is larger than sixty-one.,1,76,61,15,15
Seventy-six is larger than sixty-two.,1,76,62,14,14
Seventy-six is larger than sixty-three.,1,76,63,13,13
Seventy-six is larger than sixty-four.,1,76,64,12,12
Seventy-six is larger than sixty-five.,1,76,65,11,11
Seventy-six is larger than sixty-six.,1,76,66,10,10
Seventy-six is larger than sixty-seven.,1,76,67,9,9
Seventy-six is larger than sixty-eight.,1,76,68,8,8
Seventy-six is larger than sixty-nine.,1,76,69,7,7
Seventy-six is larger than seventy-one.,1,76,71,5,5
Seventy-six is larger than seventy-two.,1,76,72,4,4
Seventy-six is larger than seventy-three.,1,76,73,3,3
Seventy-six is larger than seventy-four.,1,76,74,2,2
Seventy-six is larger than seventy-five.,1,76,75,1,1
Seventy-six is larger than seventy-seven.,0,76,77,-1,1
Seventy-six is larger than seventy-eight.,0,76,78,-2,2
Seventy-six is larger than seventy-nine.,0,76,79,-3,3
Seventy-six is larger than eighty-one.,0,76,81,-5,5
Seventy-six is larger than eighty-two.,0,76,82,-6,6
Seventy-six is larger than eighty-three.,0,76,83,-7,7
Seventy-six is larger than eighty-four.,0,76,84,-8,8
Seventy-six is larger than eighty-five.,0,76,85,-9,9
Seventy-six is larger than eighty-six.,0,76,86,-10,10
Seventy-six is larger than eighty-seven.,0,76,87,-11,11
Seventy-six is larger than eighty-eight.,0,76,88,-12,12
Seventy-six is larger than eighty-nine.,0,76,89,-13,13
Seventy-six is larger than ninety-one.,0,76,91,-15,15
Seventy-six is larger than ninety-two.,0,76,92,-16,16
Seventy-six is larger than ninety-three.,0,76,93,-17,17
Seventy-six is larger than ninety-four.,0,76,94,-18,18
Seventy-six is larger than ninety-five.,0,76,95,-19,19
Seventy-six is larger than ninety-six.,0,76,96,-20,20
Seventy-six is larger than ninety-seven.,0,76,97,-21,21
Seventy-six is larger than ninety-eight.,0,76,98,-22,22
Seventy-six is larger than ninety-nine.,0,76,99,-23,23
Seventy-seven is larger than fifty-one.,1,77,51,26,26
Seventy-seven is larger than fifty-two.,1,77,52,25,25
Seventy-seven is larger than fifty-three.,1,77,53,24,24
Seventy-seven is larger than fifty-four.,1,77,54,23,23
Seventy-seven is larger than fifty-five.,1,77,55,22,22
Seventy-seven is larger than fifty-six.,1,77,56,21,21
Seventy-seven is larger than fifty-seven.,1,77,57,20,20
Seventy-seven is larger than fifty-eight.,1,77,58,19,19
Seventy-seven is larger than fifty-nine.,1,77,59,18,18
Seventy-seven is larger than sixty-one.,1,77,61,16,16
Seventy-seven is larger than sixty-two.,1,77,62,15,15
Seventy-seven is larger than sixty-three.,1,77,63,14,14
Seventy-seven is larger than sixty-four.,1,77,64,13,13
Seventy-seven is larger than sixty-five.,1,77,65,12,12
Seventy-seven is larger than sixty-six.,1,77,66,11,11
Seventy-seven is larger than sixty-seven.,1,77,67,10,10
Seventy-seven is larger than sixty-eight.,1,77,68,9,9
Seventy-seven is larger than sixty-nine.,1,77,69,8,8
Seventy-seven is larger than seventy-one.,1,77,71,6,6
Seventy-seven is larger than seventy-two.,1,77,72,5,5
Seventy-seven is larger than seventy-three.,1,77,73,4,4
Seventy-seven is larger than seventy-four.,1,77,74,3,3
Seventy-seven is larger than seventy-five.,1,77,75,2,2
Seventy-seven is larger than seventy-six.,1,77,76,1,1
Seventy-seven is larger than seventy-eight.,0,77,78,-1,1
Seventy-seven is larger than seventy-nine.,0,77,79,-2,2
Seventy-seven is larger than eighty-one.,0,77,81,-4,4
Seventy-seven is larger than eighty-two.,0,77,82,-5,5
Seventy-seven is larger than eighty-three.,0,77,83,-6,6
Seventy-seven is larger than eighty-four.,0,77,84,-7,7
Seventy-seven is larger than eighty-five.,0,77,85,-8,8
Seventy-seven is larger than eighty-six.,0,77,86,-9,9
Seventy-seven is larger than eighty-seven.,0,77,87,-10,10
Seventy-seven is larger than eighty-eight.,0,77,88,-11,11
Seventy-seven is larger than eighty-nine.,0,77,89,-12,12
Seventy-seven is larger than ninety-one.,0,77,91,-14,14
Seventy-seven is larger than ninety-two.,0,77,92,-15,15
Seventy-seven is larger than ninety-three.,0,77,93,-16,16
Seventy-seven is larger than ninety-four.,0,77,94,-17,17
Seventy-seven is larger than ninety-five.,0,77,95,-18,18
Seventy-seven is larger than ninety-six.,0,77,96,-19,19
Seventy-seven is larger than ninety-seven.,0,77,97,-20,20
Seventy-seven is larger than ninety-eight.,0,77,98,-21,21
Seventy-seven is larger than ninety-nine.,0,77,99,-22,22
Seventy-eight is larger than fifty-one.,1,78,51,27,27
Seventy-eight is larger than fifty-two.,1,78,52,26,26
Seventy-eight is larger than fifty-three.,1,78,53,25,25
Seventy-eight is larger than fifty-four.,1,78,54,24,24
Seventy-eight is larger than fifty-five.,1,78,55,23,23
Seventy-eight is larger than fifty-six.,1,78,56,22,22
Seventy-eight is larger than fifty-seven.,1,78,57,21,21
Seventy-eight is larger than fifty-eight.,1,78,58,20,20
Seventy-eight is larger than fifty-nine.,1,78,59,19,19
Seventy-eight is larger than sixty-one.,1,78,61,17,17
Seventy-eight is larger than sixty-two.,1,78,62,16,16
Seventy-eight is larger than sixty-three.,1,78,63,15,15
Seventy-eight is larger than sixty-four.,1,78,64,14,14
Seventy-eight is larger than sixty-five.,1,78,65,13,13
Seventy-eight is larger than sixty-six.,1,78,66,12,12
Seventy-eight is larger than sixty-seven.,1,78,67,11,11
Seventy-eight is larger than sixty-eight.,1,78,68,10,10
Seventy-eight is larger than sixty-nine.,1,78,69,9,9
Seventy-eight is larger than seventy-one.,1,78,71,7,7
Seventy-eight is larger than seventy-two.,1,78,72,6,6
Seventy-eight is larger than seventy-three.,1,78,73,5,5
Seventy-eight is larger than seventy-four.,1,78,74,4,4
Seventy-eight is larger than seventy-five.,1,78,75,3,3
Seventy-eight is larger than seventy-six.,1,78,76,2,2
Seventy-eight is larger than seventy-seven.,1,78,77,1,1
Seventy-eight is larger than seventy-nine.,0,78,79,-1,1
Seventy-eight is larger than eighty-one.,0,78,81,-3,3
Seventy-eight is larger than eighty-two.,0,78,82,-4,4
Seventy-eight is larger than eighty-three.,0,78,83,-5,5
Seventy-eight is larger than eighty-four.,0,78,84,-6,6
Seventy-eight is larger than eighty-five.,0,78,85,-7,7
Seventy-eight is larger than eighty-six.,0,78,86,-8,8
Seventy-eight is larger than eighty-seven.,0,78,87,-9,9
Seventy-eight is larger than eighty-eight.,0,78,88,-10,10
Seventy-eight is larger than eighty-nine.,0,78,89,-11,11
Seventy-eight is larger than ninety-one.,0,78,91,-13,13
Seventy-eight is larger than ninety-two.,0,78,92,-14,14
Seventy-eight is larger than ninety-three.,0,78,93,-15,15
Seventy-eight is larger than ninety-four.,0,78,94,-16,16
Seventy-eight is larger than ninety-five.,0,78,95,-17,17
Seventy-eight is larger than ninety-six.,0,78,96,-18,18
Seventy-eight is larger than ninety-seven.,0,78,97,-19,19
Seventy-eight is larger than ninety-eight.,0,78,98,-20,20
Seventy-eight is larger than ninety-nine.,0,78,99,-21,21
Seventy-nine is larger than fifty-one.,1,79,51,28,28
Seventy-nine is larger than fifty-two.,1,79,52,27,27
Seventy-nine is larger than fifty-three.,1,79,53,26,26
Seventy-nine is larger than fifty-four.,1,79,54,25,25
Seventy-nine is larger than fifty-five.,1,79,55,24,24
Seventy-nine is larger than fifty-six.,1,79,56,23,23
Seventy-nine is larger than fifty-seven.,1,79,57,22,22
Seventy-nine is larger than fifty-eight.,1,79,58,21,21
Seventy-nine is larger than fifty-nine.,1,79,59,20,20
Seventy-nine is larger than sixty-one.,1,79,61,18,18
Seventy-nine is larger than sixty-two.,1,79,62,17,17
Seventy-nine is larger than sixty-three.,1,79,63,16,16
Seventy-nine is larger than sixty-four.,1,79,64,15,15
Seventy-nine is larger than sixty-five.,1,79,65,14,14
Seventy-nine is larger than sixty-six.,1,79,66,13,13
Seventy-nine is larger than sixty-seven.,1,79,67,12,12
Seventy-nine is larger than sixty-eight.,1,79,68,11,11
Seventy-nine is larger than sixty-nine.,1,79,69,10,10
Seventy-nine is larger than seventy-one.,1,79,71,8,8
Seventy-nine is larger than seventy-two.,1,79,72,7,7
Seventy-nine is larger than seventy-three.,1,79,73,6,6
Seventy-nine is larger than seventy-four.,1,79,74,5,5
Seventy-nine is larger than seventy-five.,1,79,75,4,4
Seventy-nine is larger than seventy-six.,1,79,76,3,3
Seventy-nine is larger than seventy-seven.,1,79,77,2,2
Seventy-nine is larger than seventy-eight.,1,79,78,1,1
Seventy-nine is larger than eighty-one.,0,79,81,-2,2
Seventy-nine is larger than eighty-two.,0,79,82,-3,3
Seventy-nine is larger than eighty-three.,0,79,83,-4,4
Seventy-nine is larger than eighty-four.,0,79,84,-5,5
Seventy-nine is larger than eighty-five.,0,79,85,-6,6
Seventy-nine is larger than eighty-six.,0,79,86,-7,7
Seventy-nine is larger than eighty-seven.,0,79,87,-8,8
Seventy-nine is larger than eighty-eight.,0,79,88,-9,9
Seventy-nine is larger than eighty-nine.,0,79,89,-10,10
Seventy-nine is larger than ninety-one.,0,79,91,-12,12
Seventy-nine is larger than ninety-two.,0,79,92,-13,13
Seventy-nine is larger than ninety-three.,0,79,93,-14,14
Seventy-nine is larger than ninety-four.,0,79,94,-15,15
Seventy-nine is larger than ninety-five.,0,79,95,-16,16
Seventy-nine is larger than ninety-six.,0,79,96,-17,17
Seventy-nine is larger than ninety-seven.,0,79,97,-18,18
Seventy-nine is larger than ninety-eight.,0,79,98,-19,19
Seventy-nine is larger than ninety-nine.,0,79,99,-20,20
Eighty-one is larger than fifty-one.,1,81,51,30,30
Eighty-one is larger than fifty-two.,1,81,52,29,29
Eighty-one is larger than fifty-three.,1,81,53,28,28
Eighty-one is larger than fifty-four.,1,81,54,27,27
Eighty-one is larger than fifty-five.,1,81,55,26,26
Eighty-one is larger than fifty-six.,1,81,56,25,25
Eighty-one is larger than fifty-seven.,1,81,57,24,24
Eighty-one is larger than fifty-eight.,1,81,58,23,23
Eighty-one is larger than fifty-nine.,1,81,59,22,22
Eighty-one is larger than sixty-one.,1,81,61,20,20
Eighty-one is larger than sixty-two.,1,81,62,19,19
Eighty-one is larger than sixty-three.,1,81,63,18,18
Eighty-one is larger than sixty-four.,1,81,64,17,17
Eighty-one is larger than sixty-five.,1,81,65,16,16
Eighty-one is larger than sixty-six.,1,81,66,15,15
Eighty-one is larger than sixty-seven.,1,81,67,14,14
Eighty-one is larger than sixty-eight.,1,81,68,13,13
Eighty-one is larger than sixty-nine.,1,81,69,12,12
Eighty-one is larger than seventy-one.,1,81,71,10,10
Eighty-one is larger than seventy-two.,1,81,72,9,9
Eighty-one is larger than seventy-three.,1,81,73,8,8
Eighty-one is larger than seventy-four.,1,81,74,7,7
Eighty-one is larger than seventy-five.,1,81,75,6,6
Eighty-one is larger than seventy-six.,1,81,76,5,5
Eighty-one is larger than seventy-seven.,1,81,77,4,4
Eighty-one is larger than seventy-eight.,1,81,78,3,3
Eighty-one is larger than seventy-nine.,1,81,79,2,2
Eighty-one is larger than eighty-two.,0,81,82,-1,1
Eighty-one is larger than eighty-three.,0,81,83,-2,2
Eighty-one is larger than eighty-four.,0,81,84,-3,3
Eighty-one is larger than eighty-five.,0,81,85,-4,4
Eighty-one is larger than eighty-six.,0,81,86,-5,5
Eighty-one is larger than eighty-seven.,0,81,87,-6,6
Eighty-one is larger than eighty-eight.,0,81,88,-7,7
Eighty-one is larger than eighty-nine.,0,81,89,-8,8
Eighty-one is larger than ninety-one.,0,81,91,-10,10
Eighty-one is larger than ninety-two.,0,81,92,-11,11
Eighty-one is larger than ninety-three.,0,81,93,-12,12
Eighty-one is larger than ninety-four.,0,81,94,-13,13
Eighty-one is larger than ninety-five.,0,81,95,-14,14
Eighty-one is larger than ninety-six.,0,81,96,-15,15
Eighty-one is larger than ninety-seven.,0,81,97,-16,16
Eighty-one is larger than ninety-eight.,0,81,98,-17,17
Eighty-one is larger than ninety-nine.,0,81,99,-18,18
Eighty-two is larger than fifty-one.,1,82,51,31,31
Eighty-two is larger than fifty-two.,1,82,52,30,30
Eighty-two is larger than fifty-three.,1,82,53,29,29
Eighty-two is larger than fifty-four.,1,82,54,28,28
Eighty-two is larger than fifty-five.,1,82,55,27,27
Eighty-two is larger than fifty-six.,1,82,56,26,26
Eighty-two is larger than fifty-seven.,1,82,57,25,25
Eighty-two is larger than fifty-eight.,1,82,58,24,24
Eighty-two is larger than fifty-nine.,1,82,59,23,23
Eighty-two is larger than sixty-one.,1,82,61,21,21
Eighty-two is larger than sixty-two.,1,82,62,20,20
Eighty-two is larger than sixty-three.,1,82,63,19,19
Eighty-two is larger than sixty-four.,1,82,64,18,18
Eighty-two is larger than sixty-five.,1,82,65,17,17
Eighty-two is larger than sixty-six.,1,82,66,16,16
Eighty-two is larger than sixty-seven.,1,82,67,15,15
Eighty-two is larger than sixty-eight.,1,82,68,14,14
Eighty-two is larger than sixty-nine.,1,82,69,13,13
Eighty-two is larger than seventy-one.,1,82,71,11,11
Eighty-two is larger than seventy-two.,1,82,72,10,10
Eighty-two is larger than seventy-three.,1,82,73,9,9
Eighty-two is larger than seventy-four.,1,82,74,8,8
Eighty-two is larger than seventy-five.,1,82,75,7,7
Eighty-two is larger than seventy-six.,1,82,76,6,6
Eighty-two is larger than seventy-seven.,1,82,77,5,5
Eighty-two is larger than seventy-eight.,1,82,78,4,4
Eighty-two is larger than seventy-nine.,1,82,79,3,3
Eighty-two is larger than eighty-one.,1,82,81,1,1
Eighty-two is larger than eighty-three.,0,82,83,-1,1
Eighty-two is larger than eighty-four.,0,82,84,-2,2
Eighty-two is larger than eighty-five.,0,82,85,-3,3
Eighty-two is larger than eighty-six.,0,82,86,-4,4
Eighty-two is larger than eighty-seven.,0,82,87,-5,5
Eighty-two is larger than eighty-eight.,0,82,88,-6,6
Eighty-two is larger than eighty-nine.,0,82,89,-7,7
Eighty-two is larger than ninety-one.,0,82,91,-9,9
Eighty-two is larger than ninety-two.,0,82,92,-10,10
Eighty-two is larger than ninety-three.,0,82,93,-11,11
Eighty-two is larger than ninety-four.,0,82,94,-12,12
Eighty-two is larger than ninety-five.,0,82,95,-13,13
Eighty-two is larger than ninety-six.,0,82,96,-14,14
Eighty-two is larger than ninety-seven.,0,82,97,-15,15
Eighty-two is larger than ninety-eight.,0,82,98,-16,16
Eighty-two is larger than ninety-nine.,0,82,99,-17,17
Eighty-three is larger than fifty-one.,1,83,51,32,32
Eighty-three is larger than fifty-two.,1,83,52,31,31
Eighty-three is larger than fifty-three.,1,83,53,30,30
Eighty-three is larger than fifty-four.,1,83,54,29,29
Eighty-three is larger than fifty-five.,1,83,55,28,28
Eighty-three is larger than fifty-six.,1,83,56,27,27
Eighty-three is larger than fifty-seven.,1,83,57,26,26
Eighty-three is larger than fifty-eight.,1,83,58,25,25
Eighty-three is larger than fifty-nine.,1,83,59,24,24
Eighty-three is larger than sixty-one.,1,83,61,22,22
Eighty-three is larger than sixty-two.,1,83,62,21,21
Eighty-three is larger than sixty-three.,1,83,63,20,20
Eighty-three is larger than sixty-four.,1,83,64,19,19
Eighty-three is larger than sixty-five.,1,83,65,18,18
Eighty-three is larger than sixty-six.,1,83,66,17,17
Eighty-three is larger than sixty-seven.,1,83,67,16,16
Eighty-three is larger than sixty-eight.,1,83,68,15,15
Eighty-three is larger than sixty-nine.,1,83,69,14,14
Eighty-three is larger than seventy-one.,1,83,71,12,12
Eighty-three is larger than seventy-two.,1,83,72,11,11
Eighty-three is larger than seventy-three.,1,83,73,10,10
Eighty-three is larger than seventy-four.,1,83,74,9,9
Eighty-three is larger than seventy-five.,1,83,75,8,8
Eighty-three is larger than seventy-six.,1,83,76,7,7
Eighty-three is larger than seventy-seven.,1,83,77,6,6
Eighty-three is larger than seventy-eight.,1,83,78,5,5
Eighty-three is larger than seventy-nine.,1,83,79,4,4
Eighty-three is larger than eighty-one.,1,83,81,2,2
Eighty-three is larger than eighty-two.,1,83,82,1,1
Eighty-three is larger than eighty-four.,0,83,84,-1,1
Eighty-three is larger than eighty-five.,0,83,85,-2,2
Eighty-three is larger than eighty-six.,0,83,86,-3,3
Eighty-three is larger than eighty-seven.,0,83,87,-4,4
Eighty-three is larger than eighty-eight.,0,83,88,-5,5
Eighty-three is larger than eighty-nine.,0,83,89,-6,6
Eighty-three is larger than ninety-one.,0,83,91,-8,8
Eighty-three is larger than ninety-two.,0,83,92,-9,9
Eighty-three is larger than ninety-three.,0,83,93,-10,10
Eighty-three is larger than ninety-four.,0,83,94,-11,11
Eighty-three is larger than ninety-five.,0,83,95,-12,12
Eighty-three is larger than ninety-six.,0,83,96,-13,13
Eighty-three is larger than ninety-seven.,0,83,97,-14,14
Eighty-three is larger than ninety-eight.,0,83,98,-15,15
Eighty-three is larger than ninety-nine.,0,83,99,-16,16
Eighty-four is larger than fifty-one.,1,84,51,33,33
Eighty-four is larger than fifty-two.,1,84,52,32,32
Eighty-four is larger than fifty-three.,1,84,53,31,31
Eighty-four is larger than fifty-four.,1,84,54,30,30
Eighty-four is larger than fifty-five.,1,84,55,29,29
Eighty-four is larger than fifty-six.,1,84,56,28,28
Eighty-four is larger than fifty-seven.,1,84,57,27,27
Eighty-four is larger than fifty-eight.,1,84,58,26,26
Eighty-four is larger than fifty-nine.,1,84,59,25,25
Eighty-four is larger than sixty-one.,1,84,61,23,23
Eighty-four is larger than sixty-two.,1,84,62,22,22
Eighty-four is larger than sixty-three.,1,84,63,21,21
Eighty-four is larger than sixty-four.,1,84,64,20,20
Eighty-four is larger than sixty-five.,1,84,65,19,19
Eighty-four is larger than sixty-six.,1,84,66,18,18
Eighty-four is larger than sixty-seven.,1,84,67,17,17
Eighty-four is larger than sixty-eight.,1,84,68,16,16
Eighty-four is larger than sixty-nine.,1,84,69,15,15
Eighty-four is larger than seventy-one.,1,84,71,13,13
Eighty-four is larger than seventy-two.,1,84,72,12,12
Eighty-four is larger than seventy-three.,1,84,73,11,11
Eighty-four is larger than seventy-four.,1,84,74,10,10
Eighty-four is larger than seventy-five.,1,84,75,9,9
Eighty-four is larger than seventy-six.,1,84,76,8,8
Eighty-four is larger than seventy-seven.,1,84,77,7,7
Eighty-four is larger than seventy-eight.,1,84,78,6,6
Eighty-four is larger than seventy-nine.,1,84,79,5,5
Eighty-four is larger than eighty-one.,1,84,81,3,3
Eighty-four is larger than eighty-two.,1,84,82,2,2
Eighty-four is larger than eighty-three.,1,84,83,1,1
Eighty-four is larger than eighty-five.,0,84,85,-1,1
Eighty-four is larger than eighty-six.,0,84,86,-2,2
Eighty-four is larger than eighty-seven.,0,84,87,-3,3
Eighty-four is larger than eighty-eight.,0,84,88,-4,4
Eighty-four is larger than eighty-nine.,0,84,89,-5,5
Eighty-four is larger than ninety-one.,0,84,91,-7,7
Eighty-four is larger than ninety-two.,0,84,92,-8,8
Eighty-four is larger than ninety-three.,0,84,93,-9,9
Eighty-four is larger than ninety-four.,0,84,94,-10,10
Eighty-four is larger than ninety-five.,0,84,95,-11,11
Eighty-four is larger than ninety-six.,0,84,96,-12,12
Eighty-four is larger than ninety-seven.,0,84,97,-13,13
Eighty-four is larger than ninety-eight.,0,84,98,-14,14
Eighty-four is larger than ninety-nine.,0,84,99,-15,15
Eighty-five is larger than fifty-one.,1,85,51,34,34
Eighty-five is larger than fifty-two.,1,85,52,33,33
Eighty-five is larger than fifty-three.,1,85,53,32,32
Eighty-five is larger than fifty-four.,1,85,54,31,31
Eighty-five is larger than fifty-five.,1,85,55,30,30
Eighty-five is larger than fifty-six.,1,85,56,29,29
Eighty-five is larger than fifty-seven.,1,85,57,28,28
Eighty-five is larger than fifty-eight.,1,85,58,27,27
Eighty-five is larger than fifty-nine.,1,85,59,26,26
Eighty-five is larger than sixty-one.,1,85,61,24,24
Eighty-five is larger than sixty-two.,1,85,62,23,23
Eighty-five is larger than sixty-three.,1,85,63,22,22
Eighty-five is larger than sixty-four.,1,85,64,21,21
Eighty-five is larger than sixty-five.,1,85,65,20,20
Eighty-five is larger than sixty-six.,1,85,66,19,19
Eighty-five is larger than sixty-seven.,1,85,67,18,18
Eighty-five is larger than sixty-eight.,1,85,68,17,17
Eighty-five is larger than sixty-nine.,1,85,69,16,16
Eighty-five is larger than seventy-one.,1,85,71,14,14
Eighty-five is larger than seventy-two.,1,85,72,13,13
Eighty-five is larger than seventy-three.,1,85,73,12,12
Eighty-five is larger than seventy-four.,1,85,74,11,11
Eighty-five is larger than seventy-five.,1,85,75,10,10
Eighty-five is larger than seventy-six.,1,85,76,9,9
Eighty-five is larger than seventy-seven.,1,85,77,8,8
Eighty-five is larger than seventy-eight.,1,85,78,7,7
Eighty-five is larger than seventy-nine.,1,85,79,6,6
Eighty-five is larger than eighty-one.,1,85,81,4,4
Eighty-five is larger than eighty-two.,1,85,82,3,3
Eighty-five is larger than eighty-three.,1,85,83,2,2
Eighty-five is larger than eighty-four.,1,85,84,1,1
Eighty-five is larger than eighty-six.,0,85,86,-1,1
Eighty-five is larger than eighty-seven.,0,85,87,-2,2
Eighty-five is larger than eighty-eight.,0,85,88,-3,3
Eighty-five is larger than eighty-nine.,0,85,89,-4,4
Eighty-five is larger than ninety-one.,0,85,91,-6,6
Eighty-five is larger than ninety-two.,0,85,92,-7,7
Eighty-five is larger than ninety-three.,0,85,93,-8,8
Eighty-five is larger than ninety-four.,0,85,94,-9,9
Eighty-five is larger than ninety-five.,0,85,95,-10,10
Eighty-five is larger than ninety-six.,0,85,96,-11,11
Eighty-five is larger than ninety-seven.,0,85,97,-12,12
Eighty-five is larger than ninety-eight.,0,85,98,-13,13
Eighty-five is larger than ninety-nine.,0,85,99,-14,14
Eighty-six is larger than fifty-one.,1,86,51,35,35
Eighty-six is larger than fifty-two.,1,86,52,34,34
Eighty-six is larger than fifty-three.,1,86,53,33,33
Eighty-six is larger than fifty-four.,1,86,54,32,32
Eighty-six is larger than fifty-five.,1,86,55,31,31
Eighty-six is larger than fifty-six.,1,86,56,30,30
Eighty-six is larger than fifty-seven.,1,86,57,29,29
Eighty-six is larger than fifty-eight.,1,86,58,28,28
Eighty-six is larger than fifty-nine.,1,86,59,27,27
Eighty-six is larger than sixty-one.,1,86,61,25,25
Eighty-six is larger than sixty-two.,1,86,62,24,24
Eighty-six is larger than sixty-three.,1,86,63,23,23
Eighty-six is larger than sixty-four.,1,86,64,22,22
Eighty-six is larger than sixty-five.,1,86,65,21,21
Eighty-six is larger than sixty-six.,1,86,66,20,20
Eighty-six is larger than sixty-seven.,1,86,67,19,19
Eighty-six is larger than sixty-eight.,1,86,68,18,18
Eighty-six is larger than sixty-nine.,1,86,69,17,17
Eighty-six is larger than seventy-one.,1,86,71,15,15
Eighty-six is larger than seventy-two.,1,86,72,14,14
Eighty-six is larger than seventy-three.,1,86,73,13,13
Eighty-six is larger than seventy-four.,1,86,74,12,12
Eighty-six is larger than seventy-five.,1,86,75,11,11
Eighty-six is larger than seventy-six.,1,86,76,10,10
Eighty-six is larger than seventy-seven.,1,86,77,9,9
Eighty-six is larger than seventy-eight.,1,86,78,8,8
Eighty-six is larger than seventy-nine.,1,86,79,7,7
Eighty-six is larger than eighty-one.,1,86,81,5,5
Eighty-six is larger than eighty-two.,1,86,82,4,4
Eighty-six is larger than eighty-three.,1,86,83,3,3
Eighty-six is larger than eighty-four.,1,86,84,2,2
Eighty-six is larger than eighty-five.,1,86,85,1,1
Eighty-six is larger than eighty-seven.,0,86,87,-1,1
Eighty-six is larger than eighty-eight.,0,86,88,-2,2
Eighty-six is larger than eighty-nine.,0,86,89,-3,3
Eighty-six is larger than ninety-one.,0,86,91,-5,5
Eighty-six is larger than ninety-two.,0,86,92,-6,6
Eighty-six is larger than ninety-three.,0,86,93,-7,7
Eighty-six is larger than ninety-four.,0,86,94,-8,8
Eighty-six is larger than ninety-five.,0,86,95,-9,9
Eighty-six is larger than ninety-six.,0,86,96,-10,10
Eighty-six is larger than ninety-seven.,0,86,97,-11,11
Eighty-six is larger than ninety-eight.,0,86,98,-12,12
Eighty-six is larger than ninety-nine.,0,86,99,-13,13
Eighty-seven is larger than fifty-one.,1,87,51,36,36
Eighty-seven is larger than fifty-two.,1,87,52,35,35
Eighty-seven is larger than fifty-three.,1,87,53,34,34
Eighty-seven is larger than fifty-four.,1,87,54,33,33
Eighty-seven is larger than fifty-five.,1,87,55,32,32
Eighty-seven is larger than fifty-six.,1,87,56,31,31
Eighty-seven is larger than fifty-seven.,1,87,57,30,30
Eighty-seven is larger than fifty-eight.,1,87,58,29,29
Eighty-seven is larger than fifty-nine.,1,87,59,28,28
Eighty-seven is larger than sixty-one.,1,87,61,26,26
Eighty-seven is larger than sixty-two.,1,87,62,25,25
Eighty-seven is larger than sixty-three.,1,87,63,24,24
Eighty-seven is larger than sixty-four.,1,87,64,23,23
Eighty-seven is larger than sixty-five.,1,87,65,22,22
Eighty-seven is larger than sixty-six.,1,87,66,21,21
Eighty-seven is larger than sixty-seven.,1,87,67,20,20
Eighty-seven is larger than sixty-eight.,1,87,68,19,19
Eighty-seven is larger than sixty-nine.,1,87,69,18,18
Eighty-seven is larger than seventy-one.,1,87,71,16,16
Eighty-seven is larger than seventy-two.,1,87,72,15,15
Eighty-seven is larger than seventy-three.,1,87,73,14,14
Eighty-seven is larger than seventy-four.,1,87,74,13,13
Eighty-seven is larger than seventy-five.,1,87,75,12,12
Eighty-seven is larger than seventy-six.,1,87,76,11,11
Eighty-seven is larger than seventy-seven.,1,87,77,10,10
Eighty-seven is larger than seventy-eight.,1,87,78,9,9
Eighty-seven is larger than seventy-nine.,1,87,79,8,8
Eighty-seven is larger than eighty-one.,1,87,81,6,6
Eighty-seven is larger than eighty-two.,1,87,82,5,5
Eighty-seven is larger than eighty-three.,1,87,83,4,4
Eighty-seven is larger than eighty-four.,1,87,84,3,3
