statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of The Bronx is in Indonesia or that the city of Oyo is in Nigeria.,1,The city of The Bronx is in Indonesia.,0,The Bronx,Indonesia,United States,The city of Oyo is in Nigeria.,1,Oyo,Nigeria,Nigeria
It is the case either that the city of Serang is in Bosnia and Herzegovina or that the city of Londrina is in Brazil.,1,The city of Serang is in Bosnia and Herzegovina.,0,Serang,Bosnia and Herzegovina,Indonesia,The city of Londrina is in Brazil.,1,Londrina,Brazil,Brazil
It is the case either that the city of Izmir is in Russia or that the city of Solapur is in India.,1,The city of Izmir is in Russia.,0,Izmir,Russian Federation,Turkey,The city of Solapur is in India.,1,Solapur,India,India
It is the case either that the city of Tehran is in China or that the city of Vilnius is in Lithuania.,1,The city of Tehran is in China.,0,Tehran,China,"Iran, Islamic Rep. of",The city of Vilnius is in Lithuania.,1,Vilnius,Lithuania,Lithuania
It is the case either that the city of Guangzhou is in India or that the city of Chuzhou is in China.,1,The city of Guangzhou is in India.,0,Guangzhou,India,China,The city of Chuzhou is in China.,1,Chuzhou,China,China
It is the case either that the city of Sao Paulo is in Mexico or that the city of Varanasi is in India.,1,The city of Sao Paulo is in Mexico.,0,Sao Paulo,Mexico,Brazil,The city of Varanasi is in India.,1,Varanasi,India,India
It is the case either that the city of Oslo is in China or that the city of Kunshan is in China.,1,The city of Oslo is in China.,0,Oslo,China,Norway,The city of Kunshan is in China.,1,Kunshan,China,China
It is the case either that the city of Karaj is in China or that the city of Cankaya is in Turkey.,1,The city of Karaj is in China.,0,Karaj,China,"Iran, Islamic Rep. of",The city of Cankaya is in Turkey.,1,Cankaya,Turkey,Turkey
It is the case either that the city of Luohe is in Cameroon or that the city of Dandong is in China.,1,The city of Luohe is in Cameroon.,0,Luohe,Cameroon,China,The city of Dandong is in China.,1,Dandong,China,China
It is the case either that the city of Kagoshima is in the United States or that the city of Qinhuangdao is in China.,1,The city of Kagoshima is in the United States.,0,Kagoshima,United States,Japan,The city of Qinhuangdao is in China.,1,Qinhuangdao,China,China
It is the case either that the city of Aguascalientes is in China or that the city of Jieyang is in China.,1,The city of Aguascalientes is in China.,0,Aguascalientes,China,Mexico,The city of Jieyang is in China.,1,Jieyang,China,China
It is the case either that the city of Kumasi is in Benin or that the city of Xuzhou is in China.,1,The city of Kumasi is in Benin.,0,Kumasi,Benin,Ghana,The city of Xuzhou is in China.,1,Xuzhou,China,China
It is the case either that the city of Laibin is in Denmark or that the city of Wanning is in China.,1,The city of Laibin is in Denmark.,0,Laibin,Denmark,China,The city of Wanning is in China.,1,Wanning,China,China
It is the case either that the city of Irbid is in Bangladesh or that the city of Kirkuk is in Iraq.,1,The city of Irbid is in Bangladesh.,0,Irbid,Bangladesh,Jordan,The city of Kirkuk is in Iraq.,1,Kirkuk,Iraq,Iraq
It is the case either that the city of Chelyabinsk is in the Philippines or that the city of Bouake is in Côte d'Ivoire.,1,The city of Chelyabinsk is in the Philippines.,0,Chelyabinsk,Philippines,Russian Federation,The city of Bouake is in Côte d'Ivoire.,1,Bouake,Côte d'Ivoire,Côte d'Ivoire
It is the case either that the city of Ahvaz is in the Philippines or that the city of Ankara is in Turkey.,1,The city of Ahvaz is in the Philippines.,0,Ahvaz,Philippines,"Iran, Islamic Rep. of",The city of Ankara is in Turkey.,1,Ankara,Turkey,Turkey
It is the case either that the city of Chengdu is in India or that the city of Uskudar is in Turkey.,1,The city of Chengdu is in India.,0,Chengdu,India,China,The city of Uskudar is in Turkey.,1,Uskudar,Turkey,Turkey
It is the case either that the city of Guntur is in Sweden or that the city of Ganzhou is in China.,1,The city of Guntur is in Sweden.,0,Guntur,Sweden,India,The city of Ganzhou is in China.,1,Ganzhou,China,China
It is the case either that the city of Antananarivo is in Malaysia or that the city of Laiwu is in China.,1,The city of Antananarivo is in Malaysia.,0,Antananarivo,Malaysia,Madagascar,The city of Laiwu is in China.,1,Laiwu,China,China
It is the case either that the city of Bamako is in the Dominican Republic or that the city of Sangli is in India.,1,The city of Bamako is in the Dominican Republic.,0,Bamako,Dominican Republic,Mali,The city of Sangli is in India.,1,Sangli,India,India
It is the case either that the city of Nyala is in Indonesia or that the city of Yibin is in China.,1,The city of Nyala is in Indonesia.,0,Nyala,Indonesia,"Sudan, The Republic of",The city of Yibin is in China.,1,Yibin,China,China
It is the case either that the city of Karachi is in South Korea or that the city of Bangkok is in Thailand.,1,The city of Karachi is in South Korea.,0,Karachi,"Korea, Republic of",Pakistan,The city of Bangkok is in Thailand.,1,Bangkok,Thailand,Thailand
It is the case either that the city of Changshu is in South Africa or that the city of Rangpur is in Bangladesh.,1,The city of Changshu is in South Africa.,0,Changshu,South Africa,China,The city of Rangpur is in Bangladesh.,1,Rangpur,Bangladesh,Bangladesh
It is the case either that the city of Quzhou is in Russia or that the city of Aguascalientes is in Mexico.,1,The city of Quzhou is in Russia.,0,Quzhou,Russian Federation,China,The city of Aguascalientes is in Mexico.,1,Aguascalientes,Mexico,Mexico
It is the case either that the city of Namangan is in Nigeria or that the city of Salta is in Argentina.,1,The city of Namangan is in Nigeria.,0,Namangan,Nigeria,Uzbekistan,The city of Salta is in Argentina.,1,Salta,Argentina,Argentina
It is the case either that the city of Vadodara is in Brazil or that the city of Bhubaneswar is in India.,1,The city of Vadodara is in Brazil.,0,Vadodara,Brazil,India,The city of Bhubaneswar is in India.,1,Bhubaneswar,India,India
It is the case either that the city of Kumamoto is in Indonesia or that the city of Sendai is in Japan.,1,The city of Kumamoto is in Indonesia.,0,Kumamoto,Indonesia,Japan,The city of Sendai is in Japan.,1,Sendai,Japan,Japan
It is the case either that the city of Barquisimeto is in Germany or that the city of Anyang-si is in South Korea.,1,The city of Barquisimeto is in Germany.,0,Barquisimeto,Germany,"Venezuela, Bolivarian Rep. of",The city of Anyang-si is in South Korea.,1,Anyang-si,"Korea, Republic of","Korea, Republic of"
It is the case either that the city of Leipzig is in India or that the city of Dnipro is in Ukraine.,1,The city of Leipzig is in India.,0,Leipzig,India,Germany,The city of Dnipro is in Ukraine.,1,Dnipro,Ukraine,Ukraine
It is the case either that the city of Arak is in China or that the city of Barnaul is in Russia.,1,The city of Arak is in China.,0,Arak,China,"Iran, Islamic Rep. of",The city of Barnaul is in Russia.,1,Barnaul,Russian Federation,Russian Federation
It is the case either that the city of Aligarh is in Zambia or that the city of Handan is in China.,1,The city of Aligarh is in Zambia.,0,Aligarh,Zambia,India,The city of Handan is in China.,1,Handan,China,China
It is the case either that the city of Rizhao is in South Korea or that the city of Taicang is in China.,1,The city of Rizhao is in South Korea.,0,Rizhao,"Korea, Republic of",China,The city of Taicang is in China.,1,Taicang,China,China
It is the case either that the city of Makhachkala is in Mali or that the city of Qinhuangdao is in China.,1,The city of Makhachkala is in Mali.,0,Makhachkala,Mali,Russian Federation,The city of Qinhuangdao is in China.,1,Qinhuangdao,China,China
It is the case either that the city of Sharjah is in South Korea or that the city of Kota Kinabalu is in Malaysia.,1,The city of Sharjah is in South Korea.,0,Sharjah,"Korea, Republic of",United Arab Emirates,The city of Kota Kinabalu is in Malaysia.,1,Kota Kinabalu,Malaysia,Malaysia
It is the case either that the city of Guatemala City is in South Africa or that the city of Orenburg is in Russia.,1,The city of Guatemala City is in South Africa.,0,Guatemala City,South Africa,Guatemala,The city of Orenburg is in Russia.,1,Orenburg,Russian Federation,Russian Federation
It is the case either that the city of Mogadishu is in Indonesia or that the city of Nanchang is in China.,1,The city of Mogadishu is in Indonesia.,0,Mogadishu,Indonesia,Somalia,The city of Nanchang is in China.,1,Nanchang,China,China
It is the case either that the city of Nagpur is in Ukraine or that the city of Saratov is in Russia.,1,The city of Nagpur is in Ukraine.,0,Nagpur,Ukraine,India,The city of Saratov is in Russia.,1,Saratov,Russian Federation,Russian Federation
It is the case either that the city of Jiaozhou is in Eritrea or that the city of Milwaukee is in the United States.,1,The city of Jiaozhou is in Eritrea.,0,Jiaozhou,Eritrea,China,The city of Milwaukee is in the United States.,1,Milwaukee,United States,United States
It is the case either that the city of Zhanjiang is in Algeria or that the city of Indianapolis is in the United States.,1,The city of Zhanjiang is in Algeria.,0,Zhanjiang,Algeria,China,The city of Indianapolis is in the United States.,1,Indianapolis,United States,United States
It is the case either that the city of Kanpur is in China or that the city of Shangrao is in China.,1,The city of Kanpur is in China.,0,Kanpur,China,India,The city of Shangrao is in China.,1,Shangrao,China,China
It is the case either that the city of Tehran is in China or that the city of Bareilly is in India.,1,The city of Tehran is in China.,0,Tehran,China,"Iran, Islamic Rep. of",The city of Bareilly is in India.,1,Bareilly,India,India
It is the case either that the city of Yangon is in China or that the city of Abidjan is in Côte d'Ivoire.,1,The city of Yangon is in China.,0,Yangon,China,Myanmar,The city of Abidjan is in Côte d'Ivoire.,1,Abidjan,Côte d'Ivoire,Côte d'Ivoire
It is the case either that the city of Zhenjiang is in Indonesia or that the city of Tanggu is in China.,1,The city of Zhenjiang is in Indonesia.,0,Zhenjiang,Indonesia,China,The city of Tanggu is in China.,1,Tanggu,China,China
It is the case either that the city of Al Mahallah al Kubra is in Benin or that the city of Neijiang is in Mexico.,0,The city of Al Mahallah al Kubra is in Benin.,0,Al Mahallah al Kubra,Benin,Egypt,The city of Neijiang is in Mexico.,0,Neijiang,Mexico,China
It is the case either that the city of Puducherry is in China or that the city of Kawaguchi is in Mexico.,0,The city of Puducherry is in China.,0,Puducherry,China,India,The city of Kawaguchi is in Mexico.,0,Kawaguchi,Mexico,Japan
It is the case either that the city of Zhangye is in Russia or that the city of Bahawalpur is in Mexico.,0,The city of Zhangye is in Russia.,0,Zhangye,Russian Federation,China,The city of Bahawalpur is in Mexico.,0,Bahawalpur,Mexico,Pakistan
It is the case either that the city of Albuquerque is in the United Arab Emirates or that the city of Huangshi is in South Korea.,0,The city of Albuquerque is in the United Arab Emirates.,0,Albuquerque,United Arab Emirates,United States,The city of Huangshi is in South Korea.,0,Huangshi,"Korea, Republic of",China
It is the case either that the city of Rourkela is in Mauritania or that the city of Seongnam-si is in China.,0,The city of Rourkela is in Mauritania.,0,Rourkela,Mauritania,India,The city of Seongnam-si is in China.,0,Seongnam-si,China,"Korea, Republic of"
It is the case either that the city of Navi Mumbai is in China or that the city of Comilla is in China.,0,The city of Navi Mumbai is in China.,0,Navi Mumbai,China,India,The city of Comilla is in China.,0,Comilla,China,Bangladesh
It is the case either that the city of Kampala is in the United States or that the city of Ansan-si is in Sudan.,0,The city of Kampala is in the United States.,0,Kampala,United States,Uganda,The city of Ansan-si is in Sudan.,0,Ansan-si,"Sudan, The Republic of","Korea, Republic of"
It is the case either that the city of Luancheng is in Brazil or that the city of Quezon City is in Russia.,0,The city of Luancheng is in Brazil.,0,Luancheng,Brazil,China,The city of Quezon City is in Russia.,0,Quezon City,Russian Federation,Philippines
It is the case either that the city of Leon de los Aldama is in Sudan or that the city of Guiyang is in Ecuador.,0,The city of Leon de los Aldama is in Sudan.,0,Leon de los Aldama,"Sudan, The Republic of",Mexico,The city of Guiyang is in Ecuador.,0,Guiyang,Ecuador,China
It is the case either that the city of Vilnius is in Mexico or that the city of Manaus is in India.,0,The city of Vilnius is in Mexico.,0,Vilnius,Mexico,Lithuania,The city of Manaus is in India.,0,Manaus,India,Brazil
It is the case either that the city of Brazzaville is in China or that the city of Thane is in Indonesia.,0,The city of Brazzaville is in China.,0,Brazzaville,China,Congo,The city of Thane is in Indonesia.,0,Thane,Indonesia,India
It is the case either that the city of Korla is in Saudi Arabia or that the city of Arak is in China.,0,The city of Korla is in Saudi Arabia.,0,Korla,Saudi Arabia,China,The city of Arak is in China.,0,Arak,China,"Iran, Islamic Rep. of"
It is the case either that the city of Juiz de Fora is in Jordan or that the city of Pontianak is in Algeria.,0,The city of Juiz de Fora is in Jordan.,0,Juiz de Fora,Jordan,Brazil,The city of Pontianak is in Algeria.,0,Pontianak,Algeria,Indonesia
It is the case either that the city of Suizhou is in France or that the city of Port Harcourt is in Morocco.,0,The city of Suizhou is in France.,0,Suizhou,France,China,The city of Port Harcourt is in Morocco.,0,Port Harcourt,Morocco,Nigeria
It is the case either that the city of Tirunelveli is in Turkey or that the city of Maracaibo is in China.,0,The city of Tirunelveli is in Turkey.,0,Tirunelveli,Turkey,India,The city of Maracaibo is in China.,0,Maracaibo,China,"Venezuela, Bolivarian Rep. of"
It is the case either that the city of Kumasi is in Benin or that the city of Amritsar is in China.,0,The city of Kumasi is in Benin.,0,Kumasi,Benin,Ghana,The city of Amritsar is in China.,0,Amritsar,China,India
It is the case either that the city of Weinan is in Egypt or that the city of Tegucigalpa is in India.,0,The city of Weinan is in Egypt.,0,Weinan,Egypt,China,The city of Tegucigalpa is in India.,0,Tegucigalpa,India,Honduras
It is the case either that the city of Ipoh is in Pakistan or that the city of Cixi is in Algeria.,0,The city of Ipoh is in Pakistan.,0,Ipoh,Pakistan,Malaysia,The city of Cixi is in Algeria.,0,Cixi,Algeria,China
It is the case either that the city of Banjarmasin is in Kazakhstan or that the city of Jiangmen is in Indonesia.,0,The city of Banjarmasin is in Kazakhstan.,0,Banjarmasin,Kazakhstan,Indonesia,The city of Jiangmen is in Indonesia.,0,Jiangmen,Indonesia,China
It is the case either that the city of Pyongyang is in China or that the city of Jilin is in Germany.,0,The city of Pyongyang is in China.,0,Pyongyang,China,"Korea, Dem. People's Rep. of",The city of Jilin is in Germany.,0,Jilin,Germany,China
It is the case either that the city of Seongnam-si is in China or that the city of Victoria de Durango is in the Philippines.,0,The city of Seongnam-si is in China.,0,Seongnam-si,China,"Korea, Republic of",The city of Victoria de Durango is in the Philippines.,0,Victoria de Durango,Philippines,Mexico
It is the case either that the city of Istanbul is in China or that the city of Leon de los Aldama is in Sudan.,0,The city of Istanbul is in China.,0,Istanbul,China,Turkey,The city of Leon de los Aldama is in Sudan.,0,Leon de los Aldama,"Sudan, The Republic of",Mexico
It is the case either that the city of Zhangjiagang is in Mexico or that the city of Homyel' is in the Philippines.,0,The city of Zhangjiagang is in Mexico.,0,Zhangjiagang,Mexico,China,The city of Homyel' is in the Philippines.,0,Homyel',Philippines,Belarus
It is the case either that the city of Zaozhuang is in Turkmenistan or that the city of Shangrao is in Indonesia.,0,The city of Zaozhuang is in Turkmenistan.,0,Zaozhuang,Turkmenistan,China,The city of Shangrao is in Indonesia.,0,Shangrao,Indonesia,China
It is the case either that the city of Ashgabat is in China or that the city of Karaj is in China.,0,The city of Ashgabat is in China.,0,Ashgabat,China,Turkmenistan,The city of Karaj is in China.,0,Karaj,China,"Iran, Islamic Rep. of"
It is the case either that the city of Sendai is in Yemen or that the city of Naberezhnyye Chelny is in Brazil.,0,The city of Sendai is in Yemen.,0,Sendai,Yemen,Japan,The city of Naberezhnyye Chelny is in Brazil.,0,Naberezhnyye Chelny,Brazil,Russian Federation
It is the case either that the city of Bilimora is in South Africa or that the city of Najafgarh is in China.,0,The city of Bilimora is in South Africa.,0,Bilimora,South Africa,India,The city of Najafgarh is in China.,0,Najafgarh,China,India
It is the case either that the city of Battagram is in Russia or that the city of Putian is in Zimbabwe.,0,The city of Battagram is in Russia.,0,Battagram,Russian Federation,Pakistan,The city of Putian is in Zimbabwe.,0,Putian,Zimbabwe,China
It is the case either that the city of Yichang is in Russia or that the city of Subang Jaya is in Nepal.,0,The city of Yichang is in Russia.,0,Yichang,Russian Federation,China,The city of Subang Jaya is in Nepal.,0,Subang Jaya,Nepal,Malaysia
It is the case either that the city of Turin is in Malaysia or that the city of Kirkuk is in Mexico.,0,The city of Turin is in Malaysia.,0,Turin,Malaysia,Italy,The city of Kirkuk is in Mexico.,0,Kirkuk,Mexico,Iraq
It is the case either that the city of Lilongwe is in China or that the city of Agadir is in Japan.,0,The city of Lilongwe is in China.,0,Lilongwe,China,Malawi,The city of Agadir is in Japan.,0,Agadir,Japan,Morocco
It is the case either that the city of Semarang is in China or that the city of Caloocan City is in India.,0,The city of Semarang is in China.,0,Semarang,China,Indonesia,The city of Caloocan City is in India.,0,Caloocan City,India,Philippines
It is the case either that the city of Phnom Penh is in Russia or that the city of Omsk is in India.,0,The city of Phnom Penh is in Russia.,0,Phnom Penh,Russian Federation,Cambodia,The city of Omsk is in India.,0,Omsk,India,Russian Federation
It is the case either that the city of Tanggu is in Japan or that the city of Nanchong is in Iraq.,0,The city of Tanggu is in Japan.,0,Tanggu,Japan,China,The city of Nanchong is in Iraq.,0,Nanchong,Iraq,China
It is the case either that the city of Da Nang is in Italy or that the city of Culiacan is in Brazil.,0,The city of Da Nang is in Italy.,0,Da Nang,Italy,Viet Nam,The city of Culiacan is in Brazil.,0,Culiacan,Brazil,Mexico
It is the case either that the city of Semarang is in China or that the city of Anshun is in Cameroon.,0,The city of Semarang is in China.,0,Semarang,China,Indonesia,The city of Anshun is in Cameroon.,0,Anshun,Cameroon,China
It is the case either that the city of Leon de los Aldama is in Sudan or that the city of Yaounde is in Brazil.,0,The city of Leon de los Aldama is in Sudan.,0,Leon de los Aldama,"Sudan, The Republic of",Mexico,The city of Yaounde is in Brazil.,0,Yaounde,Brazil,Cameroon
It is the case either that the city of Kampung Baru Subang is in Pakistan or that the city of Novosibirsk is in China.,0,The city of Kampung Baru Subang is in Pakistan.,0,Kampung Baru Subang,Pakistan,Malaysia,The city of Novosibirsk is in China.,0,Novosibirsk,China,Russian Federation
It is the case either that the city of Huzhou is in Moldova or that the city of Zaria is in Turkey.,0,The city of Huzhou is in Moldova.,0,Huzhou,"Moldova, Republic of",China,The city of Zaria is in Turkey.,0,Zaria,Turkey,Nigeria
It is the case either that the city of Hamadan is in China or that the city of Asyut is in China.,0,The city of Hamadan is in China.,0,Hamadan,China,"Iran, Islamic Rep. of",The city of Asyut is in China.,0,Asyut,China,Egypt
It is the case either that the city of Guatemala City is in South Africa or that the city of Bujumbura is in China.,0,The city of Guatemala City is in South Africa.,0,Guatemala City,South Africa,Guatemala,The city of Bujumbura is in China.,0,Bujumbura,China,Burundi
It is the case either that the city of Bloemfontein is in Brazil or that the city of Sulaymaniyah is in Brazil.,0,The city of Bloemfontein is in Brazil.,0,Bloemfontein,Brazil,South Africa,The city of Sulaymaniyah is in Brazil.,0,Sulaymaniyah,Brazil,Iraq
It is the case either that the city of Seongnam-si is in China or that the city of Cimahi is in Russia.,0,The city of Seongnam-si is in China.,0,Seongnam-si,China,"Korea, Republic of",The city of Cimahi is in Russia.,0,Cimahi,Russian Federation,Indonesia
It is the case either that the city of Sarajevo is in China or that the city of Kaifeng is in Cameroon.,0,The city of Sarajevo is in China.,0,Sarajevo,China,Bosnia and Herzegovina,The city of Kaifeng is in Cameroon.,0,Kaifeng,Cameroon,China
It is the case either that the city of Ulyanovsk is in Bosnia and Herzegovina or that the city of Baotou is in India.,0,The city of Ulyanovsk is in Bosnia and Herzegovina.,0,Ulyanovsk,Bosnia and Herzegovina,Russian Federation,The city of Baotou is in India.,0,Baotou,India,China
It is the case either that the city of Battagram is in Russia or that the city of Mersin is in India.,0,The city of Battagram is in Russia.,0,Battagram,Russian Federation,Pakistan,The city of Mersin is in India.,0,Mersin,India,Turkey
It is the case either that the city of Weihai is in Egypt or that the city of Guangzhou is in India.,0,The city of Weihai is in Egypt.,0,Weihai,Egypt,China,The city of Guangzhou is in India.,0,Guangzhou,India,China
It is the case either that the city of Thuan An is in China or that the city of Beirut is in Japan.,0,The city of Thuan An is in China.,0,Thuan An,China,Viet Nam,The city of Beirut is in Japan.,0,Beirut,Japan,Lebanon
It is the case either that the city of Brasilia is in Iraq or that the city of Dushanbe is in Zimbabwe.,0,The city of Brasilia is in Iraq.,0,Brasilia,Iraq,Brazil,The city of Dushanbe is in Zimbabwe.,0,Dushanbe,Zimbabwe,Tajikistan
It is the case either that the city of Anyang is in Australia or that the city of Ya'an is in Turkey.,0,The city of Anyang is in Australia.,0,Anyang,Australia,China,The city of Ya'an is in Turkey.,0,Ya'an,Turkey,China
It is the case either that the city of Yangquan is in Brazil or that the city of Ahmedabad is in Russia.,0,The city of Yangquan is in Brazil.,0,Yangquan,Brazil,China,The city of Ahmedabad is in Russia.,0,Ahmedabad,Russian Federation,India
It is the case either that the city of Ha'il is in Venezuela or that the city of Thuan An is in China.,0,The city of Ha'il is in Venezuela.,0,Ha'il,"Venezuela, Bolivarian Rep. of",Saudi Arabia,The city of Thuan An is in China.,0,Thuan An,China,Viet Nam
It is the case either that the city of Longyan is in Venezuela or that the city of Kota Bharu is in India.,0,The city of Longyan is in Venezuela.,0,Longyan,"Venezuela, Bolivarian Rep. of",China,The city of Kota Bharu is in India.,0,Kota Bharu,India,Malaysia
It is the case either that the city of Aparecida de Goiania is in Russia or that the city of Frankfurt am Main is in China.,0,The city of Aparecida de Goiania is in Russia.,0,Aparecida de Goiania,Russian Federation,Brazil,The city of Frankfurt am Main is in China.,0,Frankfurt am Main,China,Germany
It is the case either that the city of Asyut is in China or that the city of Changchun is in Brazil.,0,The city of Asyut is in China.,0,Asyut,China,Egypt,The city of Changchun is in Brazil.,0,Changchun,Brazil,China
It is the case either that the city of Xuzhou is in India or that the city of Casablanca is in Poland.,0,The city of Xuzhou is in India.,0,Xuzhou,India,China,The city of Casablanca is in Poland.,0,Casablanca,Poland,Morocco
It is the case either that the city of Lianyungang is in Japan or that the city of Voronezh is in Poland.,0,The city of Lianyungang is in Japan.,0,Lianyungang,Japan,China,The city of Voronezh is in Poland.,0,Voronezh,Poland,Russian Federation
It is the case either that the city of Liupanshui is in Yemen or that the city of Voronezh is in Poland.,0,The city of Liupanshui is in Yemen.,0,Liupanshui,Yemen,China,The city of Voronezh is in Poland.,0,Voronezh,Poland,Russian Federation
It is the case either that the city of Tianjin is in India or that the city of Yingkou is in Brazil.,0,The city of Tianjin is in India.,0,Tianjin,India,China,The city of Yingkou is in Brazil.,0,Yingkou,Brazil,China
It is the case either that the city of Phnom Penh is in Russia or that the city of Aleppo is in Venezuela.,0,The city of Phnom Penh is in Russia.,0,Phnom Penh,Russian Federation,Cambodia,The city of Aleppo is in Venezuela.,0,Aleppo,"Venezuela, Bolivarian Rep. of",Syrian Arab Republic
It is the case either that the city of Manaus is in India or that the city of South Tangerang is in Russia.,0,The city of Manaus is in India.,0,Manaus,India,Brazil,The city of South Tangerang is in Russia.,0,South Tangerang,Russian Federation,Indonesia
It is the case either that the city of Tucson is in the Philippines or that the city of Aden is in Colombia.,0,The city of Tucson is in the Philippines.,0,Tucson,Philippines,United States,The city of Aden is in Colombia.,0,Aden,Colombia,Yemen
It is the case either that the city of Reynosa is in Nicaragua or that the city of Ho Chi Minh City is in Mexico.,0,The city of Reynosa is in Nicaragua.,0,Reynosa,Nicaragua,Mexico,The city of Ho Chi Minh City is in Mexico.,0,Ho Chi Minh City,Mexico,Viet Nam
It is the case either that the city of Milwaukee is in Poland or that the city of San Pedro Sula is in China.,0,The city of Milwaukee is in Poland.,0,Milwaukee,Poland,United States,The city of San Pedro Sula is in China.,0,San Pedro Sula,China,Honduras
It is the case either that the city of Oyo is in Russia or that the city of Rawalpindi is in South Africa.,0,The city of Oyo is in Russia.,0,Oyo,Russian Federation,Nigeria,The city of Rawalpindi is in South Africa.,0,Rawalpindi,South Africa,Pakistan
It is the case either that the city of Bien Hoa is in Haiti or that the city of Barnaul is in China.,0,The city of Bien Hoa is in Haiti.,0,Bien Hoa,Haiti,Viet Nam,The city of Barnaul is in China.,0,Barnaul,China,Russian Federation
It is the case either that the city of Da Nang is in Italy or that the city of Xianyang is in Turkey.,0,The city of Da Nang is in Italy.,0,Da Nang,Italy,Viet Nam,The city of Xianyang is in Turkey.,0,Xianyang,Turkey,China
It is the case either that the city of Korla is in Saudi Arabia or that the city of Xianning is in Brazil.,0,The city of Korla is in Saudi Arabia.,0,Korla,Saudi Arabia,China,The city of Xianning is in Brazil.,0,Xianning,Brazil,China
It is the case either that the city of Koeln is in Mexico or that the city of Harare is in Russia.,0,The city of Koeln is in Mexico.,0,Koeln,Mexico,Germany,The city of Harare is in Russia.,0,Harare,Russian Federation,Zimbabwe
It is the case either that the city of Ufa is in Mexico or that the city of Daqing is in India.,0,The city of Ufa is in Mexico.,0,Ufa,Mexico,Russian Federation,The city of Daqing is in India.,0,Daqing,India,China
It is the case either that the city of Qinzhou is in Azerbaijan or that the city of Rahim Yar Khan is in Japan.,0,The city of Qinzhou is in Azerbaijan.,0,Qinzhou,Azerbaijan,China,The city of Rahim Yar Khan is in Japan.,0,Rahim Yar Khan,Japan,Pakistan
It is the case either that the city of Oslo is in China or that the city of Aktobe is in Uzbekistan.,0,The city of Oslo is in China.,0,Oslo,China,Norway,The city of Aktobe is in Uzbekistan.,0,Aktobe,Uzbekistan,Kazakhstan
It is the case either that the city of Zhangjiakou is in Saudi Arabia or that the city of Asmara is in Jamaica.,0,The city of Zhangjiakou is in Saudi Arabia.,0,Zhangjiakou,Saudi Arabia,China,The city of Asmara is in Jamaica.,0,Asmara,Jamaica,Eritrea
It is the case either that the city of Almaty is in South Korea or that the city of Shantou is in Iran.,0,The city of Almaty is in South Korea.,0,Almaty,"Korea, Republic of",Kazakhstan,The city of Shantou is in Iran.,0,Shantou,"Iran, Islamic Rep. of",China
It is the case either that the city of Sevastopol is in India or that the city of Ha'il is in Venezuela.,0,The city of Sevastopol is in India.,0,Sevastopol,India,Ukraine,The city of Ha'il is in Venezuela.,0,Ha'il,"Venezuela, Bolivarian Rep. of",Saudi Arabia
It is the case either that the city of Najran is in the Philippines or that the city of Sanmenxia is in Turkey.,0,The city of Najran is in the Philippines.,0,Najran,Philippines,Saudi Arabia,The city of Sanmenxia is in Turkey.,0,Sanmenxia,Turkey,China
It is the case either that the city of Weifang is in Vietnam or that the city of Pekanbaru is in China.,0,The city of Weifang is in Vietnam.,0,Weifang,Viet Nam,China,The city of Pekanbaru is in China.,0,Pekanbaru,China,Indonesia
It is the case either that the city of Panzhihua is in the United Arab Emirates or that the city of Dubai is in China.,0,The city of Panzhihua is in the United Arab Emirates.,0,Panzhihua,United Arab Emirates,China,The city of Dubai is in China.,0,Dubai,China,United Arab Emirates
It is the case either that the city of Cuttack is in Japan or that the city of Voronezh is in Poland.,0,The city of Cuttack is in Japan.,0,Cuttack,Japan,India,The city of Voronezh is in Poland.,0,Voronezh,Poland,Russian Federation
It is the case either that the city of Nanchang is in Uzbekistan or that the city of Shah Alam is in Mexico.,0,The city of Nanchang is in Uzbekistan.,0,Nanchang,Uzbekistan,China,The city of Shah Alam is in Mexico.,0,Shah Alam,Mexico,Malaysia
It is the case either that the city of Ipoh is in Pakistan or that the city of Jamshedpur is in Madagascar.,0,The city of Ipoh is in Pakistan.,0,Ipoh,Pakistan,Malaysia,The city of Jamshedpur is in Madagascar.,0,Jamshedpur,Madagascar,India
It is the case either that the city of Dar es Salaam is in Brazil or that the city of Ziyang is in Indonesia.,0,The city of Dar es Salaam is in Brazil.,0,Dar es Salaam,Brazil,"Tanzania, United Republic of",The city of Ziyang is in Indonesia.,0,Ziyang,Indonesia,China
It is the case either that the city of Comilla is in China or that the city of Zaria is in Turkey.,0,The city of Comilla is in China.,0,Comilla,China,Bangladesh,The city of Zaria is in Turkey.,0,Zaria,Turkey,Nigeria
It is the case either that the city of Karachi is in South Korea or that the city of Coyoacan is in Japan.,0,The city of Karachi is in South Korea.,0,Karachi,"Korea, Republic of",Pakistan,The city of Coyoacan is in Japan.,0,Coyoacan,Japan,Mexico
It is the case either that the city of Wanning is in India or that the city of Antananarivo is in Malaysia.,0,The city of Wanning is in India.,0,Wanning,India,China,The city of Antananarivo is in Malaysia.,0,Antananarivo,Malaysia,Madagascar
It is the case either that the city of Rourkela is in Mauritania or that the city of Meknes is in India.,0,The city of Rourkela is in Mauritania.,0,Rourkela,Mauritania,India,The city of Meknes is in India.,0,Meknes,India,Morocco
