statement,label,city,country,correct_country,has_alice,has_not,xor
Alice: The city of Brasilia is in Brazil.,1,Brasilia,Brazil,Brazil,True,False,True
Alice: The city of Brasilia is in South Korea.,0,Brasilia,South Korea,Brazil,True,False,True
Alice: The city of Gold Coast is in Australia.,1,Gold Coast,Australia,Australia,True,False,True
Alice: The city of Ouagadougou is in China.,0,Ouagadougou,China,Burkina Faso,True,False,True
Alice: The city of Duque de Caxias is in Côte d'Ivoire.,0,Duque de Caxias,Côte d'Ivoire,Brazil,True,False,True
Alice: The city of Hiroshima is in Malaysia.,0,Hiroshima,Malaysia,Japan,True,False,True
Alice: The city of Mandalay is in Myanmar.,1,Mandalay,Myanmar,Myanmar,True,False,True
Alice: The city of Mandalay is in Algeria.,0,Mandalay,Algeria,Myanmar,True,False,True
Alice: The city of Mysore is in India.,1,Mysore,India,India,True,False,True
Alice: The city of Coimbatore is in India.,1,Coimbatore,India,India,True,False,True
Alice: The city of Coimbatore is in Malaysia.,0,Coimbatore,Malaysia,India,True,False,True
Alice: The city of Chandigarh is in India.,1,Chandigarh,India,India,True,False,True
Alice: The city of Amritsar is in Moldova.,0,Amritsar,Moldova,India,True,False,True
Alice: The city of Arak is in India.,0,Arak,India,Iran,True,False,True
Alice: The city of Ilorin is in Ukraine.,0,Ilorin,Ukraine,Nigeria,True,False,True
Alice: The city of Omdurman is in Sudan.,1,Omdurman,Sudan,Sudan,True,False,True
Alice: The city of Gujranwala is in China.,0,Gujranwala,China,Pakistan,True,False,True
Alice: The city of Nizhniy Novgorod is in Russia.,1,Nizhniy Novgorod,Russia,Russia,True,False,True
Alice: The city of Nizhniy Novgorod is in China.,0,Nizhniy Novgorod,China,Russia,True,False,True
Alice: The city of Zhaoqing is in China.,1,Zhaoqing,China,China,True,False,True
Alice: The city of Suqian is in China.,1,Suqian,China,China,True,False,True
Alice: The city of Suqian is in Mexico.,0,Suqian,Mexico,China,True,False,True
Alice: The city of Hezhou is in India.,0,Hezhou,India,China,True,False,True
Alice: The city of Grosszschocher is in Germany.,1,Grosszschocher,Germany,Germany,True,False,True
Alice: The city of Grosszschocher is in China.,0,Grosszschocher,China,Germany,True,False,True
Alice: The city of San Pedro Sula is in Honduras.,1,San Pedro Sula,Honduras,Honduras,True,False,True
Alice: The city of Queens is in India.,0,Queens,India,the United States,True,False,True
Alice: The city of Bien Hoa is in Vietnam.,1,Bien Hoa,Vietnam,Vietnam,True,False,True
Alice: The city of Bien Hoa is in South Korea.,0,Bien Hoa,South Korea,Vietnam,True,False,True
Alice: The city of Durban is in South Africa.,1,Durban,South Africa,South Africa,True,False,True
Alice: The city of Durban is in Ukraine.,0,Durban,Ukraine,South Africa,True,False,True
Alice: The city of Kawaguchi is in Japan.,1,Kawaguchi,Japan,Japan,True,False,True
Alice: The city of Kawaguchi is in Indonesia.,0,Kawaguchi,Indonesia,Japan,True,False,True
Alice: The city of Bucheon-si is in Romania.,0,Bucheon-si,Romania,South Korea,True,False,True
Alice: The city of Tangier is in Ecuador.,0,Tangier,Ecuador,Morocco,True,False,True
Alice: The city of Nay Pyi Taw is in Mozambique.,0,Nay Pyi Taw,Mozambique,Myanmar,True,False,True
Alice: The city of Ulhasnagar is in India.,1,Ulhasnagar,India,India,True,False,True
Alice: The city of Faridabad is in India.,1,Faridabad,India,India,True,False,True
Alice: The city of Faridabad is in the United States.,0,Faridabad,the United States,India,True,False,True
Alice: The city of Kolkata is in India.,1,Kolkata,India,India,True,False,True
Alice: The city of Karbala is in Turkey.,0,Karbala,Turkey,Iraq,True,False,True
Alice: The city of Jakarta is in Colombia.,0,Jakarta,Colombia,Indonesia,True,False,True
Alice: The city of Batam is in Indonesia.,1,Batam,Indonesia,Indonesia,True,False,True
Alice: The city of Batam is in Turkey.,0,Batam,Turkey,Indonesia,True,False,True
Alice: The city of Liupanshui is in China.,1,Liupanshui,China,China,True,False,True
Alice: The city of Xingtai is in China.,1,Xingtai,China,China,True,False,True
Alice: The city of Nanning is in China.,1,Nanning,China,China,True,False,True
Alice: The city of Binzhou is in Brazil.,0,Binzhou,Brazil,China,True,False,True
Alice: The city of Mazar-e Sharif is in Afghanistan.,1,Mazar-e Sharif,Afghanistan,Afghanistan,True,False,True
Alice: The city of Mazar-e Sharif is in India.,0,Mazar-e Sharif,India,Afghanistan,True,False,True
Alice: The city of Mar del Plata is in Nigeria.,0,Mar del Plata,Nigeria,Argentina,True,False,True
Alice: The city of Salta is in Argentina.,1,Salta,Argentina,Argentina,True,False,True
Alice: The city of Salta is in India.,0,Salta,India,Argentina,True,False,True
Alice: The city of Bujumbura is in Burundi.,1,Bujumbura,Burundi,Burundi,True,False,True
Alice: The city of Ankara is in Turkey.,1,Ankara,Turkey,Turkey,True,False,True
Alice: The city of Ankara is in Japan.,0,Ankara,Japan,Turkey,True,False,True
Alice: The city of Rawalpindi is in Pakistan.,1,Rawalpindi,Pakistan,Pakistan,True,False,True
Alice: The city of Rawalpindi is in Brazil.,0,Rawalpindi,Brazil,Pakistan,True,False,True
Alice: The city of Karachi is in Pakistan.,1,Karachi,Pakistan,Pakistan,True,False,True
Alice: The city of Karachi is in India.,0,Karachi,India,Pakistan,True,False,True
Alice: The city of Tijuana is in Mexico.,1,Tijuana,Mexico,Mexico,True,False,True
Alice: The city of Tijuana is in the United Arab Emirates.,0,Tijuana,the United Arab Emirates,Mexico,True,False,True
Alice: The city of Jos is in India.,0,Jos,India,Nigeria,True,False,True
Alice: The city of Managua is in Turkey.,0,Managua,Turkey,Nicaragua,True,False,True
Alice: The city of Ha'il is in China.,0,Ha'il,China,Saudi Arabia,True,False,True
Alice: The city of Ipoh is in Brazil.,0,Ipoh,Brazil,Malaysia,True,False,True
Alice: The city of Kuantan is in Malaysia.,1,Kuantan,Malaysia,Malaysia,True,False,True
Alice: The city of Maiduguri is in Nigeria.,1,Maiduguri,Nigeria,Nigeria,True,False,True
Alice: The city of Yangon is in Myanmar.,1,Yangon,Myanmar,Myanmar,True,False,True
Alice: The city of Yangon is in Kenya.,0,Yangon,Kenya,Myanmar,True,False,True
Alice: The city of Kathmandu is in Nepal.,1,Kathmandu,Nepal,Nepal,True,False,True
Alice: The city of Las Pinas is in the Philippines.,1,Las Pinas,the Philippines,the Philippines,True,False,True
Alice: The city of Las Pinas is in Yemen.,0,Las Pinas,Yemen,the Philippines,True,False,True
Alice: The city of Rostov-na-Donu is in Russia.,1,Rostov-na-Donu,Russia,Russia,True,False,True
Alice: The city of Rostov-na-Donu is in the United Arab Emirates.,0,Rostov-na-Donu,the United Arab Emirates,Russia,True,False,True
Alice: The city of Ibague is in Colombia.,1,Ibague,Colombia,Colombia,True,False,True
Alice: The city of Xinyang is in China.,1,Xinyang,China,China,True,False,True
Alice: The city of Wanning is in China.,1,Wanning,China,China,True,False,True
Alice: The city of Wanning is in the United States.,0,Wanning,the United States,China,True,False,True
Alice: The city of Shijiazhuang is in China.,1,Shijiazhuang,China,China,True,False,True
Alice: The city of Shijiazhuang is in Uzbekistan.,0,Shijiazhuang,Uzbekistan,China,True,False,True
Alice: The city of Laiwu is in the United States.,0,Laiwu,the United States,China,True,False,True
Alice: The city of Changchun is in China.,1,Changchun,China,China,True,False,True
Alice: The city of Changchun is in Germany.,0,Changchun,Germany,China,True,False,True
Alice: The city of Varanasi is in Turkey.,0,Varanasi,Turkey,India,True,False,True
Alice: The city of Puducherry is in India.,1,Puducherry,India,India,True,False,True
Alice: The city of Bhopal is in India.,1,Bhopal,India,India,True,False,True
Alice: The city of Kanayannur is in Saudi Arabia.,0,Kanayannur,Saudi Arabia,India,True,False,True
Alice: The city of Kirkuk is in China.,0,Kirkuk,China,Iraq,True,False,True
Alice: The city of Tangerang is in China.,0,Tangerang,China,Indonesia,True,False,True
