statement,label,likelihood
2011-01-19T07:00:26-05:00https://images.c-span.org/Files/8f2/297410-meta,0,-15.236920079398098
"Posted on February 15, 2018 by Shannon Tucker
The 2018 Winter Olympics are here!
The 2018 Winter Olympics are here! We’re all so excited about sk",0,-8.90582737253542
"# Ctenomys pearsoni

Ctenomys pearsoni is een zoogdier uit de familie van de kamratten (Ctenomyidae). De wetenschappelijke naam van de soort werd voor het eerst",1,-1.4424428067206866e-05
"Founded in 1999, B2BGateway is an EDI provider for small and mid-sized businesses. The company offers a range of services, including EDI, API, and EDIFACT.",1,-1.6099610651113447
2015-01-28T19:59:59-05:00https://images.c-span.org/Files/f5d/2015012%,0,-18.38106555509366
"# Anexo:Torneo de Estoril 2017 (individual femenino)

## Presentación previa

* Defensora del título:  Petra Kvitová

",1,-0.00010777100484
"The Golf Course at Glenwood
The Golf Course at Glenwood is a public golf course located in Glenwood, Illinois. The Golf Course at Glenwood measures 6712 yards from the longest tees and",1,-0.3836810025101323
"The IRS has made it easier for employers to make a tax-free gift to charity. The IRS has created a new option for employers to make a tax-free, charitable contribution to nonprofit organizations from their foundation",0,-7.712179743739497
"# Vincenzo Fiocchi

Vincenzo Fiocchi (né le 10 avril 1954 à Rome) est un homme politique italien, membre du Parti démocrate.

Car",0,-10.675307384168203
"Home / Uncategorized / The Importance of Innovation
Innovation is a buzzword used often in today’s business world. However, many businesses fail to understand the importance of innovation. Innovation also",0,-7.7923981694723645
"# 1995–96 ISU Speed Skating World Cup – World Cup 2

The third World Cup speed skating season began on 16 November 1995 in Berlin, Germany, and ended forty",0,-11.756725316499534
"The U.S. Department of Transportation’s Federal Aviation Administration is proposing a $5.9 million civil penalty against United Airlines, Inc. for allegedly failing to comply with Federal Aviation Administration (FAA) airwork",0,-11.250712968981825
"Blog / News / A New Year, a New Opportunity
A New Year, a New Opportunity
Posted on January 2, 2017 by Sara Luckey
As we begin a new sl",0,-11.431629025809286
The 2019 Toyota Camry Hybrid is a beautiful sedan that has a lot to offer. The 2019 Camry is a hybrid vehicle that is equipped with a 2.5-liter four-,1,-0.0434468835758407
"Home / News / Kia Niro EV
Kia Niro EV
Kia Niro EV crossover to be built in Georgia, due in 2018
The Kia Niro EV five",0,-8.565136399782286
Home » News » 2012 » 07 » 2012 07 19 New York Times: U.S. Sees a New Threat: A Russian Nuclear Arms Race L,0,-9.676570494787375
"# Liste der Biografien/Ram

Die Liste der Biografien führt alle Personen auf, die in der deutschsprachigen Wikipedia einen Artikel haben. Dieses ist eine Teilliste mit 20 Einträgen von Einzel",0,-19.597947438477817
"Gift of the Fathers: Part 3
I have been writing a series of posts on the gift of the fathers. The first post can be found here, the second post can be found here, and the third part of the series",1,-0.1409932588873031
"The Difference Between a Blog and a Website
A blog is a website on which entries (or posts) are made in reverse chronological order, with the most recent post appearing first.
A website is a collection of related webpages concerning",0,-8.449148789064918
"# Râul Valea Călugărească

Râul Valea Călugărească este un curs de apă, afluent al râului Mureș. Pres",0,-10.196139648125522
"Home » News » News » 2017 » New Public Art in the Village of St. Paul
New Public Art in the Village of St. Paul
Public Art in the Village of St. Paul
The Village of St. Paul",1,-0.0020479654777187
"ABOUT THE AWARDS: The awards will be presented at a ceremony held at the 2017 ASAE Annual Meeting & Exposition, August 20-22 in Toronto. The awards will be presented",1,-0.5586947095489991
"Home » Eye Care Services » LASIK
LASIK is the most common laser vision correction procedure. It is an outpatient procedure that can provide you with 20/20 vision or better.
There are seven",0,-8.851161412386613
"# Ctenophthalmus montanus

Ctenophthalmus montanus är en loppart som beskrevs av Jordan et Rothschild 1914. Ctenophthalmus montanus ingår i släktet broad",0,-18.387411251149658
"# WTA-toernooi van Washington 2004

Het WTA-tennistoernooi van Washington (officieel The Cellular West Classic) van 2004 vondanes",0,-16.018396709005373
"14 Reasons Why We Love The 2017 Hyundai Tucson
The 2017 Hyundai Tucson is one of the best compact SUVs on the market, and we have ",1,-1.0670611750551444
"Tags: javascript, node.js, reactjs, amazon-web-services, amazon-s3

Question: Upload a file to s3 using AWS-SDK-Node

I have a react application, and I want to upload",1,-0.4076678975348768
"The 2019 Ford Fusion is a mid-size sedan with a long history. The current model is the fourth generation, and it offers a sleek design, a comfortable interior, and a variety of powertrain options.
",1,-1.664997332830476
"# Kanton Saint-Gilles

Kanton Saint-Gilles (francouzsky Canton de Saint-Gilles) je francouzský kanton v departementu Réunion v regionu Réunion. Tvoří",1,-0.0015038825688013
"Tags: javascript, jquery, html, css

Question: Is there a way to disable a button when the page is scrolled to the top?

I have a button that I want to disable when the page is scrolled to the",1,-0.0324796645137833
"← The Birth of a New Nation
The Tragedy of the American Dream →
The Birth of a New Nation (Part 2)
The Birth of a New Nation (Part 2) by Dave Daubenm",1,-0.0042318113694246
"Home / News / News / The Inaugural 2016-2017 OCUFA Teaching and Research Awards
The Inaugural 2016-2017 OCUFA Teaching",1,-2.229238561937804e-05
"The Difference Between a Sabbatical and a Vacation
I’m a little over a week into my sabbatical, and I’m already feeling the effects of it.
I’ve been working on the same",1,-2.27697398190541
"The 4th of July is a day we celebrate the birth of our nation and our independence from the British Empire.
We celebrate our freedom, our independence, and the liberties we have today.
We gather with friends and family",1,-0.1041948251591512
"The T-Mobile G1 is a smartphone that was developed by Google and T-Mobile. It was officially released on October 22, 2008. It is the first phone to use the Android operating system. It holds",0,-8.573122009508612
"Tags: c#, linq, entity-framework, asp.net-core, entity-framework-core

Question: How to get all the entities in a database

I have a database with two tables `User` and `Sk",0,-6.488990918139336
"Home » Blog » Prayer » The Prayer of Jesus
The Prayer of Jesus
“Father, forgive them, for they know not what they do.”
The prayer of Jesus in the Garden of Geth",1,-0.0005720701675596
"Tags: php, arrays, json

Question: PHP - json_encode array of arrays

I have an array of arrays like this:

\begin{code}
$test = array(
    array(
        '/",0,-10.158238601670678
"You are here: Home / Archives for Adele
Adele’s “Hello” video debuts
Adele’s new video for “Hello,” the lead single from her upcoming third album 25, debuted",1,-0.032671911919174
"# 1937-es magyar atlétikai bajnokság

Az 1937-es magyar atlétikai bajnokságon, amely a 29. bajnokság volt,",1,-0.4215314979083113
"PART 1
CHAPTER 1
CHAPTER 2
CHAPTER 3
CHAPTER 4
CHAPTER 5
CHAPTER 6
CHAPTER 7
CHAPTER",1,-3.814770027051567e-05
"Finding your way in the world of business can be difficult. It can be even more difficult when you are a woman.
The Women’s Business Council Southwest (WBCS) is working to change that. The organization is a non",1,-1.6057305892225344
"The 2019 Dodge Journey is a mid-size SUV that’s a great choice for families, thanks to its roomy cabin and long list of standard features. It’s also available with a V6 engine",1,-0.0767809583415406
"# Mestaruussarja de 1945

A Mestaruussarja de 1945 foi a 35º edição do campeonato nacional de futebol de Finlândia. foi",0,-10.187149504851993
"# 1931 in Norway

Events in the year 1931 in Norway.

## Incumbents

* Monarch: Haakon VII
* Prime Minister: Johan Ludwig Mowinckul",0,-16.967837660309602
"Home > News > Inflation inches up in July
France Inflation
France: Inflation inches up in July
In July, consumer prices rose 0.1% over the previous month, which was below the 0.",1,-2.980276648572862e-05
"The Pantheon, Rome, Italy
The Pantheon is a building in Rome, Italy, commissioned by Marcus Agrippa during the reign of Augustus (27 BC – 14 AD) and rebuilt E",0,-15.156820717517412
"# Cryptomyzus

Cryptomyzus är ett släkte av insekter. Cryptomyzus ingår i familjen långrörsbladlöss.

Kladogram enligt Catalogue of Life:",1,-0.0104734280690871
"The following is a list of our current board members.
Bruce E. Farris, Chairman
Bruce Farris is the Chief Executive Officer and a founding member of Worth Capital LLC, a private equ",1,-0.6399478782900432
The 2016 Toyota Supra is a sports car that is supposed to be released in 2016. The name Supra is a name that has been used by Toyota for a long time. The first generation of,1,-0.6874627791993871
The newest member of the Cougar family is the Cougar 2011 XR. This car is a luxury sedan and it will compete against the likes of the Lexus ES350 and the Ac,1,-1.5070528946579376
"# Gare de la Gare

Gare de la Gare (also known as Gare de la Gare-Saint-Hilaire) was a railway station in Saint-Hilaire-de-Riez, France planned",0,-11.649187376390802
The 2007-2008 winter season has been the best of my life. I have had the opportunity to take my skiing to the next level and I have enjoyed every minute of it. For the first time in my,1,-0.18957087515269
"The 2018 Audi A5 Sportback is a sleek, sporty vehicle that is designed to make a statement on the road. It comes with a variety of different features and options that are designed to enhance the overall driving",1,-0.744446385236054
"In the world of business, there are two types of people: those who are focused on short-term results and those who are focused on long-term results.
Short-term results are great, but they don’t provide the kind detail",0,-12.862465301778125
"Tags: javascript, jquery, html, css

Question: Hide div when scroll down, show when scroll up

I have a div that contains a list of links. When the user scrolls down, the div is hidden. One",0,-8.885549013309413
"Home » Browse » Books » Book details, The New American Union: A Study of the ...
The New American Union: A Study of the Proposed Federal Union of the United States with Canada and Mexico
By John T. Flynn",1,-0.0001244622433947
"I’ve been thinking about this one for a while. I’ve been trying to find a way to explain the difference between the two.
I think the easiest way to explain it is by giving you an example.
Let’s say",1,-0.3006054922632509
"The 2019 Mitsubishi Mirage Hatchback is a compact car that is available to the public as a sedan or a hatchback. The Mirage is one of the most affordable cars on the market today,",1,-0.9480360769524062
"Tags: c++, c++11, language-lawyer

Question: What is the meaning of `static_cast` in `static_cast<T>(std::remove_reference_t<T>())`?

V",0,-7.998934158545978
"Home » The Pulse » The Pulse of Finance » How to Make Money on the Stock Market
How to Make Money on the Stock Market
Posted: May 12, 2014 The Pulse Print",0,-10.11659869136582
"# Fusil de Chasse à Canon

The Fusil de Chasse à Canon (French for ""hunting rifle with a rifled barrel"") is a French bolt-action rifle designed by",1,-0.8585331745090078
"# Kanton L'Isle-Jourdain

Der Kanton L’Isle-Jourdain war bis 2015 ein französischer Wahlkreis im Arrondissement Langon, im Département Gironde und in",1,-0.002523444404438
HANSARD 1803–2005 → 1930s → 1938 → April 1938 → 12 April 1938 → Commons Sitting → SA,0,-7.821327725502885
"We are always looking for new ways to help our clients. Whether it is a new service or a new product, we are always working to help our clients. We are proud to announce a new service that we have been working on. We spent",0,-9.18325982048464
"A new report from the National Academies of Sciences, Engineering, and Medicine (NASEM) recommends that the federal government take a more active role in regulating the use of drones and other unmanned aircraft systems (UAS",1,-0.0004083155615208
"The 2016 election is the most important election of our lifetimes, and the stakes have never been higher. We need to do everything we can to stop Donald Trump.
That's why we're launching Can",0,-7.646376373573495
"#include ""config.h""
#include ""modules/indexeddb/IDBKey.h""

#include ""modules/indexeddb/IDBDatabase.h""
#include ""modules/indexeddb/",1,-0.0005822684462512
"The 2016-17 academic year was a year of significant progress for the College of Business. We are proud to provide more student opportunities, more faculty engagement, more community involvement, and more academic achievement than",1,-0.8544628624998989
"The 2019-2024 Outlook for Fresh and Processed Fruits in China
This study covers the latent demand outlook for fresh and processed fruits across the regions of China, including provinces, autonomous",1,-4.410753440737562e-06
"Home > Our Services > Women’s Health > Treatments > Breast Reconstruction
Breast reconstruction surgery can help women who have had a mastectomy (removal of the breast) to restore the appearance of whole",0,-11.343397752527036
"# Gare de Kagoshima-Chūō

La gare de Kagoshima-Chūō (鹿児島中央駅, Kagoshima-Chūō-eki",1,-0.0001064595621869
"# 2017–18 Maltese Premier League

The 2017–18 Maltese Premier League was the 105th season of the Maltese Premier League, the top division inter",0,-10.961410998820586
"The National Association of State Boards of Education (NASBE) is a nonprofit association located in Arlington, Virginia, dedicated to strengthening state leadership in education. NASBE represents 50 state boards of education and",1,-0.6913625419804951
"# Pterolophia bifida

Pterolophia bifida is een keversoort uit de familie van de boktorren (Cerambycidae). De wetenschappelijke naam van de soort werd voor",1,-0.0001583224688641
"The S&P 500 is up 12.39 points, or 0.5%, to 2,080.74.
The Dow Jones Industrial Average is up 113.",1,-0.0187161708421424
"The Dangers of Using E-Cigarettes
While e-cigarettes are not as harmful as traditional cigarettes, they still pose some dangers.
The American Lung Association has designated e-c",1,-0.0023859570404663
"Home » Archives for June 2014 » Page 2
The Secret History of the 2014 Midterm Elections
The Secret History of the 2014 Midterm Elections by Robert Parry The ",1,-1.946537505874784
"The 10th Annual International Conference on Sustainable Development in the Arctic
The 10th Annual International Conference on Sustainable Development in the Arctic (SDA 2016) will be",1,-0.3866487120996748
"I’ve been working on a new project to make it easier to find and use the best free and open source software for your Mac.
The Mac App Store has made it easier than ever to find and install Mac apps. But what about developer",0,-8.715673516984898
"Tags: javascript, jquery, html, css

Question: Why is my button not working?

I'm trying to make a button that can add or subtract 1 to the value of a number.

I've ran",0,-7.956432235710163
2015-11-02T21:28:41-04:00https://images.c-span.org/Files/845/20151102,1,-0.0376819377680859
"The 2019-2020 season is now open.
The 2019-2020 season is now open. We are offering a 15% discount on all membership levels purchased before December",1,-2.092459339790333
"package com.amazonaws.services.dynamodbv2.model;

import java.io.Serializable;
import javax.annotation.Generated;

/**
 * <p>
 * Represents the output sum",0,-14.99989372165268
"# Kōji Miyata

Kōji Miyata (jap. 宮田 浩二, Miyata Kōji; * 10. März 1935 in Tokio gegen",0,-13.444261601496487
"We are a boutique firm that specializes in helping clients with real estate and construction law matters.
We are a boutique firm that specializes in helping clients with real estate and construction law matters. We have represented clients in commercial, industrial lands",0,-12.924530579294972
"Home › News › Consumer News › Higher Risk of Death Seen for Some With Diabetes: Study
Higher Risk of Death Seen for Some With Diabetes: Study
TUESDAY, Aug",1,-2.0896048822832856
"# Sphaeromias albitarsis

Sphaeromias albitarsis är en tvåvingeart som först beskrevs av Johann Wilhelm Meigen 1830. Sphaeromias albitarsis",1,-4.768372718899988e-07
"# 2012–13 NHL transactions

The following is a list of all team-to-team transactions that have occurred in the National Hockey League (NHL) during the 2012–13 H",0,-13.16659827736786
"The World's Most Dangerous Volcanoes
The World's Most Dangerous Volcanoes, by Clive Oppenheimer
The World's Most Dangerous Volcanoes is an encyclopedic, carefully",0,-6.423601140235262
New York City Mayor Michael Bloomberg’s plan to ban large-size sodas from city restaurants and other eateries is being challenged by a group of New Yorkers who say the proposal is an example of government overrecoming,0,-17.916139491527154
"I have a love/hate relationship with the term “growth mindset.” There are aspects of it that I love, but there are also aspects of it that I find frustrating. I’m going to share some of my",1,-0.808334319322363
"Tags: java, sql, jdbc, prepared-statement

Question: JDBC: How to use prepared statements with multiple parameters in a single query

I'm trying to use a prepared statement to execute a query that has multiple parameters",1,-0.1755083574169569
"# 1995–96 Australian Rules Football Interstate Series

The 1995–96 Australian Rules Football Interstate Series was the 81st annual interstate Australian football tournament contested between the",1,-0.1819710952177924
"I think this is a great tool for our schools to use. It is a great way to help students who have trouble with spelling and reading comprehension. I think this would be a good tool to use in my classroom.
I highly",0,-8.262909363949689
"# Górka (województwo pomorskie)

Górka – wieś w Polsce położona w województwie pomorskim, w powiecie sztumskim, w gminie Stary Targ.

Gór",1,-0.000585369697821
"The 10 Best Books of 2016, According to Amazon
Amazon has released its list of the 10 best books of 2016, as chosen by its customers.
The list includes several national",0,-6.973545931071578
"Home » News » The New York Times and Washington Post Reports on MIT’s Newly Released Video Games
The New York Times and Washington Post Reports on MIT’s Newly Released Video Games
The New York Theater",0,-14.069955875024554
1950s: 1954: October 23: Born: 1955: 1956: 1957: 1958: 1959 List,0,-10.146250322690683
"The New York Times, The Washington Post, The Wall Street Journal, and the Los Angeles Times all published stories about the company’s new policy, which the company revealed in a blog post on Wednesday.
The company said it would no",1,-2.223924875316063
"This is a placeholder page for Jillian Boudreau, which means this person is not currently on this site. We do suggest using the tools below to find Jillian Boudreau.
You are visiting the placeholder page",1,-1.1920929665620916e-07
The 2018 Ford F-350 Chassis is a truck that was built for work. It has a 6.2-liter V-8 gas engine that produces 385 horsepower and C,0,-18.13538265674387
"Tags: android, android-layout, android-widget

Question: How to create a custom view with custom layout in android?

I have a custom view which contains a custom layout.I have a problem with this layout.
Each",0,-8.409099449987753
"# Dodatak:Popis vrsta:Pri

* Taksoni:

Priacanthus , Priacanthus , Priacaste , Priacaste , Priacaste , Priacaste , Plan",0,-11.470583670461808
"Posted on August 23, 2014 by admin	Posted in Uncategorized
Posted on August 23, 2014 by admin	Posted in Uncategorized	— File",0,-13.193358855361051
"Home - Brazil - State of Rio de Janeiro - Rio de Janeiro - Advertising - CAR
The campaign CAR is a VolkswagenProduct: Volkswagen Beetle advert, born from the union between Ogilvy & Mather (",1,-0.0672400480403493
"# H.C. Andersen-medaljen

H.C. Andersen-medaljen er en dansk litteraturpris, der uddeles af H.C. Andersen-Samfundet til no",0,-7.580270236086367
2016-07-21T23:24:14-04:00https://images.c-span.org/Files/7b9/20160721,1,-0.1493998202884939
"Home » Uncategorized » The Greatest Guide To Hip hop dance
The Greatest Guide To Hip hop dance
Hip hop dance is a style of street dance that developed as part of hip hop culture, especially in New York",1,-0.0309349607868264
"The New Yorker: The Real-Life 'Pitch Perfect'
""The New Yorker"" magazine has a great profile of the real-life people behind the hit movie, ""Pitch Perfect.""
The article, by David",1,-3.061893913885029
"The 2019 BMW 7 Series is a luxury sedan that's available in four trims: 740i, 750i, 750Li, and 750Li x",1,-0.0105093873332078
"Home / Blog / Why It Is Important To Have An Insurance Broker
Why It Is Important To Have An Insurance Broker
Insurance brokers are professionals who provide the best insurance policies to",1,-1.0950603559748604
"The 2018-19 season marks the 25th anniversary of the orchestra’s first performance, and the 10th anniversary of conductor Maestro Giancarlo Guerrero. In 2",1,-0.2116306703521434
A 2017 study from the Journal of the American Medical Association shows that nearly 60 percent of people who have had a heart attack will have another one within five years. And while we’re making strides in prevention campaign,0,-9.950614485027955
"This is a placeholder page for Chuck Bates, which means this person is not currently on this site. We do suggest using the tools below to find Chuck Bates.
You are visiting the placeholder page for Chuck Bates who",0,-20.70456023692921
"The 2013-2018 World Outlook for Industrial Gas Turbine and Compressor Parts and Accessories
The 2013-2018 World Outlook for Industrial Gas Turmo",0,-25.22821395705285
"A new study found that 60 percent of respondents say they’ve been a victim of a cyber-crime.
A new study found that 60 percent of respondents say they’ve been a victim of a global",0,-13.190700874829842
"# Cantonul Monts-sur-Guesnes

Cantonul Monts-sur-Guesnes este un canton din arondismentul Loudun, departamentul Vienne, regiunea Poit",1,-2.0623419753544384e-05
"# L'Énigme de l'homme sans nom

L'Énigme de l'homme sans nom est un roman policier de l'écrivain français Georges Simenon, paru en 195**",0,-18.22160530782996
"# Rue de l'Aqueduc

La rue de l'Aqueduc est une voie située dans le quartier du Val-de-Grâce du 5e arrondissement de Paris.

## Situansion",0,-19.67533714122671
"The Difference Between an Online Master’s Degree in Nursing and an MSN Degree
If you are a registered nurse who is thinking about earning a master’s degree in nursing, you may be",1,-0.4859319107884671
"Home > News > 2012 News > ACTA’s 2012 Annual Meeting
ACTA’s 2012 Annual Meeting
148Comments Off on ACT@",0,-23.022841333237945
"# Anexo:Episodios de Mega Man NT Warrior

Mega Man NT Warrior es un OVA japonés estrenado en 2003. El anime consta de  ma",0,-16.981092148820135
"The most important thing about a newborn’s first few days is to make sure that they are safe, warm, fed and cared for.
The most important thing about a newborn’s first few days is to make sure that they",1,-0.0074309147044717
"The 2019 World Cup is fast approaching. In fact, the tournament is only a few weeks away. The first game will be played on June 14th, and the final will be played on July 15th down",0,-11.807543233786424
"Tags: c#, asp.net, asp.net-mvc, asp.net-mvc-3

Question: MVC3: How to post a file from a form to a controller

I have a form that posts a file to",1,-0.7532961140065345
"The USCIS announced that it will begin to accept H-1B petitions for FY 2019 on April 2, 2018. This is the first step toward employers filing the H-1",1,-0.0007323919853225
"Tags: javascript, jquery, html, css

Question: jQuery, CSS, HTML, javascript

I have a simple problem, I want to make a simple menu with jQuery and CSS.

I want to make it like this because",0,-8.911564050275866
"The Paperback of the The 100 Greatest Sci-Fi Movies by Tom Weaver at Barnes & Noble. FREE Shipping on $25 or more!.
The 100 Greatest Sci-",1,-0.0416444644884115
"The new 10-year contracts with the NHS for GP practices in England have been announced.
The government has said that the contracts ‘deliver a fairer, more sustainable system for GPs and their patients since",0,-10.34150040871438
"The Gift of the Magi by O. Henry.
O. Henry was born in 1862 in Greensboro, North Carolina. He grew up in Texas, and later moved to New York City where he worked as",1,-0.3345574478842559
"The following is a guest post by Liz Tahir, a writer, blogger, and former Peace Corps volunteer who is currently living in the Netherlands.
I have a confession to make. I’m addicted to travel.",1,-0.6042388086372074
"Home » Blog » How to Get a Custom Ink Tattoo
How to Get a Custom Ink Tattoo
Posted on May 29, 2015 by matthew
Ink is a thing",0,-6.475200078199798
"The BMW 3 Series is a compact executive car manufactured by the German automaker BMW since May 1975. It is the successor to the BMW New Class and has been produced in six different generations.
Models",0,-6.922786138065493
"2019 Nissan Leaf Release Date, Changes, Price – 2019 Nissan Leaf is at this time the most effective-marketing electric car in the marketplace. The vehicle is going too",0,-9.94159404022918
"The 10 Most Expensive Celebrity Divorces Ever
By E. Oliver Whitney on June 5, 2014 in Articles › Celebrity News
Divorce is never cheap. Un",0,-7.15142889347923
"A new survey shows that 72% of respondents are concerned about the impact of automation in the workplace.
What it means: This is a big concern for many workers, but it's not something that should be taken unf",0,-10.917938209549256
"# Sara Hale

Sara Hale (1811 – 1879) è stata una cuoca, scrittrice e saggista britannica.

## Biografia

Nata nel  Co",0,-16.99893025664038
"Home » News » World News » 2019: PDP to declare presidential candidate on October 6
2019: PDP to declare presidential candidate on October 6
The Peoples Democratic Party (al",0,-14.91194865150336
The 2018-2019 school year is off to a great start! I am so excited to be back at St. Joseph School and to be your principal. I have been a teacher and administrator at St. Joseph School,1,-0.3557592569477598
"# Anexo:Gran Premio de México de 1964

Resultados del Gran Premio de México de Fórmula 1 de 1964, disputado en el Autódromo Hermanos",1,-1.490127221725304e-05
"Tags: python, pandas, dataframe

Question: Pandas - How to drop rows when values in one column are not in another

I have a dataframe that looks like this:

\begin{code}
col1     key",0,-10.841383613208034
The City of Mt. Pleasant is in the process of creating a new Zoning Ordinance. The City has hired a consultant to assist the City in this process. The consultant is conducting a series of public meetings,1,-0.0001311388168246
"Home > News > The 2012 World Cup: A Time To Unite
The 2012 World Cup: A Time To Unite
June 13, 2012 by Nicole Zbor",0,-6.430406642712587
"This is a placeholder page for Dottie Foster, which means this person is not currently on this site. We do suggest using the tools below to find Dottie Foster.
You are visiting the placeholder page for Dottie",1,0.0
2013-04-02 09:30:00 2013-04-02 10:30:00 America/New_York Lunch with Senator,0,-6.571507868013595
"Home » News » 2015 » » 11/05/2015 - The EU-China Summit: a milestone for EU-China relations
11/05/201",1,-1.418600607745138e-05
"Hydraulic Power Unit 1500w.
The Hydraulic Power Unit (HPU) is the heart of the hydraulic system. The HPU is a hydraulic pump position",0,-7.957872845077971
"By John W. Whitehead, Rutherford Institute
“The people of the United States are the rightful masters of both Congress and the courts—not to overthrow the Constitution, but to overthrow the men who pervert the Cor",0,-15.582325155670972
"Home » Browse » Newspapers » International Newspapers » The Evening Standard (London, England) » Article details, ""Campaigners' 'Fair Trade' Plea""
Campaigners' 'F",1,-1.1920929665620916e-07
"The 1978 Pontiac Grand Prix was the first model year of the third generation Grand Prix. The third generation Grand Prix was produced from 1978 through 1987.
The 1978 Grand",1,-0.8824903443316834
"In the fall of 2013, I had the opportunity to visit the University of Vermont to see the new Center for Computational Biology and Bioinformatics. It is a striking building, and I was impressed by J",0,-10.327467578566388
"Tags: javascript, html, reactjs, web

Question: How to add a text input field to a React component

I'm trying to add a text field to my React component. I want to have a ""textbox"" """,0,-7.572877404406394
"package com.intellij.codeInsight.lookup;

import com.intellij.codeInsight.lookup.impl.LookupImpl;
import com.intellij.codeInsight.lookup.impl.LookupImpl",1,-0.2574871773527046
"We are a family run business based in the heart of the Cotswolds.
We are a family run business based in the heart of the Cotswolds. We are committed to providing the highest quality products at the most competitive whole",0,-12.447006685408354
"# 2018–19 ABA League

The 2018–19 ABA League was the 13th season of the ABA League, the top-tier level competition for men' tr",0,-18.143016022184455
"# La Ferté-Saint-Cyr

La Ferté-Saint-Cyr este o comună în departamentul Loiret din centrul Franței. În 2009 avea o popula",1,-0.0001613031774202
The HP Elite X3 is a business-oriented Windows 10 Mobile smartphone that has been designed to replace your laptop. The Elite X3 has a 5.96-inch display with 2560,1,-0.0006895057666592
"Tags: javascript, jquery, html, css

Question: How to add a border to the selected word in a select tag?

I have a select tag, and I want to add a border to the selected word, so if e",0,-9.261306958767436
"I am currently working at the Department of Chemistry, University of Oslo, Norway. I have been working in the field of catalysis and heterogeneous catalysis for more than 15 years. I have a Master in Chemistry (2",1,-1.4033563207517283
"Home » Blog » The Best of the Best: The Top 10 Cities for Jobs in 2016
The Best of the Best: The Top 10 Cities for Jobs in 201 https",0,-22.035362306381906
"The Maker of the Mini
The Mini was built by the British Motor Corporation (BMC), between 1959 and 2000. It was based on the BMC's Alec Issigonisf",0,-16.003990789392237
"The first time I heard about the Breadcrumbs was when I was reading a post by my friend Katie of The Dainty Squid. I loved her review, so I decided to give it a try.
I ordered",1,-2.3920254946961306
"Tags: android, android-studio, android-studio-3.0

Question: Android Studio 3.0.1 - How to change the default font?

I am using Android Studio 3.0.1. Last",0,-8.30665947586786
"Tags: c#, .net, wpf, xaml, wpf-controls

Question: WPF Button doesn't change its content on click

I'm trying to make a simple button that changes its content on click.
",1,-1.1287755150274783
"The main purpose of the present work is to examine the extent to which people with different socio-economic statuses perceive their own well-being and happiness in terms of their physical health, social relationships, and material possessions.",1,-0.2917310560853219
"The following is a list of the most popular and best selling books that have been written by American author, Bill O'Reilly.
The O'Reilly Factor: The Good, the Bad, and the Completely Ramba",0,-15.317131801882176
"Home » News » Bollywood » Aamir Khan to play the lead role in the sequel to Dhoom?
Aamir Khan to play the lead role in the sequel to Dhoom?
After the success of D",1,-1.247852283158425
"This is a placeholder page for Linda Burch, which means this person is not currently on this site. We do suggest using the tools below to find Linda Burch.
You are visiting the placeholder page for Linda Burch F",0,-19.630782655684087
"Tags: ios, objective-c, uisearchbar, uisearchdisplaycontroller

Question: UISearchDisplayController not showing results

I have a search bar with a UISearchDisplayController. The search bar works according",0,-9.41738995095902
"The Best of the Best: The Top 100 Insurance Agents in the Industry
By: The Insurance Journal | Feb 16, 2015
The Insurance Journal has unveiled",1,-0.0004850610129668
"It's that time of year again, and the 2015 World Cup is underway!
I'm a huge fan of the World Cup and this year I'm going to be watching all the games, and keeping real",0,-9.498299406734212
"# Selenops chickeringi

Selenops chickeringi is een spinnensoort in de taxonomische indeling van de Selenopidae.

Het dier behoort tot het geslacht Selenops",1,-1.6212594802311124e-05
"Tags: javascript, jquery, html, css

Question: How to make the div appear when clicking the button

I have the following code:

\begin{code}
<button class=""btn btn-default"" id^",0,-15.201021017133751
"The 2016-2021 World Outlook for Manufacturing Stainless Steel Coils and Sheets
This econometric study covers the world outlook for manufacturing stainless steel coils and sheets across",1,-2.229238561937804e-05
"Tags: java, android, android-fragments

Question: Android - Fragment not showing in Activity

I have created a simple app with a main Activity and a Fragment, but the Fragment is not showing when I run the app what",0,-10.318732271520023
"# Anomoeotes

Anomoeotes is een geslacht van vlinders van de familie spinneruilen (Erebidae), uit de onderfamilie Erebinae.

## Soorten

* A. a",1,-3.0177047165010675
"Home > About Us > News and Media > News > 2016 > Nov 23, 2016 – 100th Anniversary of the Battle of Passchendaele
100th",1,-0.1429106220477154
"package com.intellij.psi.impl.source;

import com.intellij.lang.ASTNode;
import com.intellij.lang.LighterAST;
import com.intellij.lang.LighterASTNode;
ext",0,-20.12368196196712
"Home / News / News Releases / 2018 / NCDOT to Host Public Hearings for I-40 Widening Project in Davidson County
NCDOT to Host Public Hearings for I-4",1,-2.527268873647331e-05
"If you’re planning a trip to the beautiful city of Brussels, you’ll have a lot of things to do. However, you’ll also have to figure out where to stay.
If you’re looking for a hotel",1,-1.6875909191292546
"This is a placeholder page for Karen Rousseau, which means this person is not currently on this site. We do suggest using the tools below to find Karen Rousseau.
You are visiting the placeholder page for Karen Miller",0,-27.713338919490543
"The 5th Annual IAHSS Symposium will be held May 13-15, 2015 at the JW Marriott San Antonio Hill Country Resort & Spa in San Antonio, Spain",0,-13.488710668952065
