statement,label
Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1
LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1
Mercedes-Benz Group operates as an integrated oil and gas company.,0
Johnson & Johnson operates in the industry of drugs & biotechnology.,1
U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts.,0
Hitachi has headquarters in United States.,1
"Bank of Montreal engages in the design, manufacture and sale of computer products and technologies.",0
Medtronic has headquarters in Hong Kong.,0
BNP Paribas has headquarters in France.,1
China Petroleum & Chemical operates in the industry of oil & gas operations.,1
"IBM engages in the exploration, mining, and processing of mineral resources.",0
China Petroleum & Chemical has headquarters in South Korea.,0
Mizuho Financial has headquarters in Japan.,1
AXA operates as a holding company that engages in the provision of insurance and asset management services.,1
Cisco Systems operates in the industry of technology hardware & equipment.,1
Bank of Communications operates in the industry of banking.,1
Honda Motor operates in the industry of Chemicals.,0
Allianz has headquarters in Germany.,1
Duke Energy has headquarters in United Kingdom.,0
HDFC Bank operates as a global financial services company.,0
Munich Reinsurance has headquarters in United States.,0
PetroChina has headquarters in South Korea.,0
U.S. Bancorp operates in the industry of Banking.,0
Danaher has headquarters in China.,0
Mizuho Financial has headquarters in Germany.,0
Equinor has headquarters in Norway.,1
Toyota Motor operates in the industry of consumer durables.,1
Walmart has headquarters in United States.,1
Univlever operates in the industry of Banking.,0
Charles Schwab Corporation has headquarters in United States.,1
Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services.,1
Caterpillar has headquarters in United States.,1
Enbridge engages in the provision of gas and oil businesses.,1
Anthem operates in the industry of Health Care Equipment & Services.,0
"Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry.",1
Walgreens operates in the industry of retailing.,1
China Merchants Bank operates in the industry of banking.,1
Duke Energy operates in the industry of Banking.,0
"ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",1
"Oracle engages in the design, manufacture and sale of computer products and technologies.",0
Banco Bradesco operates in the industry of Semiconductors.,0
Bank of Nova Scotia operates in the industry of banking.,1
Mitsubishi has headquarters in Germany.,0
"Berkshire Hathaway operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.",0
"National Australia Bank is a materials science company, combining science and technology to develop innovative solutions.",0
Westpac Banking operates in the industry of banking.,1
"Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries.",0
ING Group operates in the industry of Materials.,0
Goldman Sachs Group has headquarters in China.,0
Volkswagen Group has headquarters in Germany.,1
Poly Developments & Holdings Group operates in the industry of Banking.,0
Enel engages in the electricity generation and distribution and distribution of natural gas.,1
Visa has headquarters in Switzerland.,0
"Petrobras engages in shipping, energy, transportation, offshore drilling, and retail activities.",0
Commonwealth Bank of Australia operates in the industry of Insurance.,0
"Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",1
Bristol Myers Squibb has headquarters in United States.,1
"China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services.",1
Amazon.com has headquarters in United States.,1
Mercedes-Benz Group operates in the industry of consumer durables.,1
CVS Health has headquarters in United States.,1
Accenture provides financial products and services.,0
Cisco Systems operates in the industry of Banking.,0
"Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0
BBVA has headquarters in United States.,0
"Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services.",0
JPMorgan Chase operates in the industry of diversified financials.,1
Fubon Financial operates in the industry of Capital Goods.,0
British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity.,1
Walmart engages in retail and wholesale business.,1
"Bristol Myers Squibb operates in the industry of Food, Drink & Tobacco.",0
Amazon.com engages in the provision of online retail shopping services.,1
LukOil operates in the industry of Oil & Gas Operations.,0
Microsoft has headquarters in Germany.,0
Wells Fargo operates in the industry of Diversified Financials.,0
Merck & Co. has headquarters in Germany.,0
Walmart operates in the industry of Retailing.,0
ArcelorMittal has headquarters in Luxembourg.,1
Exxon Mobil engages in the provision of banking and financial services.,0
Airbus Group operates in the industry of aerospace & defense.,1
SAP has headquarters in United States.,0
Commonwealth Bank of Australia engages in the provision of banking and financial services.,1
BlackRock has headquarters in Russia.,0
Shanghai Pudong Development Bank has headquarters in China.,1
"Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services.",1
Cisco Systems has headquarters in United States.,1
PetroChina has headquarters in China.,1
Deere & Company has headquarters in Saudi Arabia.,0
State Bank of India engages in the electricity generation and distribution and distribution of natural gas.,0
The Home Depot has headquarters in Switzerland.,0
AXA has headquarters in United States.,0
Airbus Group engages in the provision of telecommunications services.,0
Cigna Corporation has headquarters in United States.,1
RBC engages in the provision of financial services.,0
Bank of Montreal operates in the industry of Oil & Gas Operations.,0
BASF has headquarters in Japan.,0
Poly Developments & Holdings Group operates in the industry of construction.,1
Zurich Insurance operates in the industry of Banking.,0
Enbridge operates in the industry of oil & gas operations.,1
Tencent Holdings engages in the provision of energy solutions.,0
"Bank of Communications engages in the provision of electricity, natural gas, and energy related services.",0
Hyundai Motor engages in owning and operating of general merchandise stores.,0
BP has headquarters in United Kingdom.,1
Rosneft operates in the industry of oil & gas operations.,1
HCA Healthcare operates as an investment holding company.,0
Anglo American engages in the provision of healthcare services.,0
"Postal Savings Bank of China engages in the provision of life, annuity, accident, and health insurance.",0
"Iberdrola is a holding company, which engages in the provision of insurance products and related services.",0
"Enbridge engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",0
Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services.,1
BASF has headquarters in Germany.,1
BASF operates in the industry of chemicals.,1
"ArcelorMittal is a holding company, which engages in steelmaking and mining activities.",1
GlaxoSmithKline operates in the industry of drugs & biotechnology.,1
"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management.",1
Pfizer operates in the industry of Insurance.,0
"Walgreens engages in the provision of management consulting, technology, and outsourcing services.",0
Dow is a holding company that engages in the provision of telecommunication services.,0
Credit Agricole engages in the provision of banking and financial services.,1
Thermo Fisher Scientific has headquarters in United States.,1
"American Express operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.",0
Rio Tinto has headquarters in Australia.,1
ING Group has headquarters in Netherlands.,1
"Sanofi engages in the research, production and distribution of pharmaceutical products.",1
"VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks.",1
Tencent Holdings has headquarters in United Kingdom.,0
U.S. Bancorp has headquarters in United States.,1
China Merchants Bank engages in oil and natural gas production.,0
Samsung Group engages in the manufacturing and selling of electronics and computer peripherals.,1
BHP Group operates in the industry of materials.,1
Comcast operates in the industry of Banking.,0
Comcast has headquarters in Taiwan.,0
"Prudential Financial engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0
"Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.",1
Eni operates in the industry of oil & gas operations.,1
"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.",1
China Shenhua Energy engages in the production and sale of coal and electricity.,1
